name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,ex_UID,operation_count,total_duration_us,mean_duration_us,std_duration_us,GFLOPS,Data Moved (MB),FLOPS/Byte,Compute Spec,TB/s_mean,TB/s_std,TFLOPS/s_mean,TFLOPS/s_std,Kernel Time (µs)_mean,Kernel Time (µs)_std,Kernel Time (µs)_sum,duration_us_median,duration_us_min,duration_us_max,TB/s_median,TB/s_min,TB/s_max,TFLOPS/s_median,TFLOPS/s_min,TFLOPS/s_max,Kernel Time (µs)_median,Kernel Time (µs)_min,Kernel Time (µs)_max,kernel_details_summary,trunc_kernel_details,perf_params,has_perf_model,Percentage (%),Cumulative Percentage (%)
_attn_fwd_2,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 86400, 10, 128), (1, 86400, 10, 128), (1, 86400, 10, 128), (1, 10, 675, 1), (1, 10, 1350, 1), (1, 86400, 10, 128), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('signed char', 'signed char', 'c10::Half', 'float', 'float', 'c10::BFloat16', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((110592000, 1280, 128, 1), (110592000, 1280, 128, 1), (110592000, 1280, 128, 1), (6750, 675, 1, 1), (13500, 1350, 1, 1), (110592000, 1280, 128, 1), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('', '', '', '', '', '', '110592000', '128', '1280', '110592000', '128', '1280', '110592000', '128', '1280', '110592000', '128', '1280', '86400', '86400', '675', '10', '1')",55127,2160,47164.031,21.835199537037038,3.3226329497630513,,,,,,,,,125716.1574074074,793.0437784656214,271546900.0,21.127000000000002,19.576,147.81,,,,,,,125690.33154296875,122868.4912109375,129722.5654296875,"[{'name': '_attn_fwd', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(271546900.002), 'mean_duration_us': np.float64(125716.15740833333), 'median_duration_us': np.float64(125690.3315), 'std_dev_duration_us': np.float64(792.8601874131501), 'min_duration_us': np.float64(122868.491), 'max_duration_us': np.float64(129722.565)}]","[{'name': '_attn_fwd', 'stream': 7, 'mean_duration_us': np.float64(125716.16)}]",,False,66.47145091013236,66.47145091013236
aten::addmm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((5120,), (21600, 5120), (5120, 5120), (), (), (21600, 5120))","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar', 'c10::BFloat16')","((1,), (5120, 1), (1, 5120), (), (), (5120, 1))","('', '', '', '1', '1', '')",50374,10800,476943.372,44.16142333333333,150.97359070472748,1132.572672,471.884765625,2288.917861799218,matrix_bf16,0.22595994261556557,0.003106145933230687,517.2037487038942,7.109712907926664,2190.216468822338,30.316022024734387,23654337.86328125,41.760000000000005,20.034,14289.033,0.22656638239133092,0.2161041844118943,0.2332976685814899,518.591839538749,494.6447277099369,533.9992007322863,2183.9384765625,2120.92578125,2289.6689453125,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 10800, 'total_duration_us': np.float64(12575.356000000002), 'mean_duration_us': np.float64(1.164384814814815), 'median_duration_us': np.float64(0.864), 'std_dev_duration_us': np.float64(0.4328516471021449), 'min_duration_us': np.float64(0.831), 'max_duration_us': np.float64(2.592)}, {'name': 'nvjet_tst_192x192_64x4_1x2_h_bz_coopB_bias_TNN', 'stream': 7, 'count': 10800, 'total_duration_us': np.float64(23641764.876000002), 'mean_duration_us': np.float64(2189.0523033333334), 'median_duration_us': np.float64(2182.7205), 'std_dev_duration_us': np.float64(30.210818320920332), 'min_duration_us': np.float64(2120.094), 'max_duration_us': np.float64(2288.836)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.16)}, {'name': 'nvjet_tst_192x192_64x4_1x2_h_bz_coopB_bias_TNN', 'stream': 7, 'mean_duration_us': np.float64(2189.05)}]","{'M': 21600, 'N': 5120, 'K': 5120, 'bias': True, 'stride_A': (5120, 1), 'stride_B': (1, 5120), 'dtype_A_B': ('c10::BFloat16', 'c10::BFloat16'), 'B': 1, 'transpose': (True, False)}",True,5.790300526689072,72.26175143682143
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((5120, 5120), (5120, 5120), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((5120, 1), (5120, 1), ())","('', '', 'False')",21833,966,21758233.937,22524.051694616977,18357.223210426095,0.0262144,100.0,0.25,vector_bf16,0.009548103695453692,0.006727631588803425,0.002387025923863423,0.0016819078972008562,21475.517496239325,17619.468895097212,20745349.901367188,14076.7385,5331.697,75909.887,0.008020082696645461,0.0014385348196604855,0.020172954676967243,0.0020050206741613645,0.00035963370491512133,0.00504323866924181,13074.37890625,5197.9296875,72891.9443359375,"[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'count': 966, 'total_duration_us': np.float64(20745349.91), 'mean_duration_us': np.float64(21475.517505175983), 'median_duration_us': np.float64(13074.379), 'std_dev_duration_us': np.float64(17610.34673355786), 'min_duration_us': np.float64(5197.93), 'max_duration_us': np.float64(72891.944)}]","[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'mean_duration_us': np.float64(21475.52)}]","{'op_shape': (5120, 5120), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (5120, 1), 'stride_output': (5120, 1)}",True,5.078214877732901,77.33996631455433
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((21600, 13824), (13824, 5120), (21600, 5120))","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16')","((13824, 1), (1, 13824), (5120, 1))","('', '', '')",85906,2160,44916.408,20.794633333333334,37.39962157748079,3057.647616,915.46875,3185.253456221198,matrix_bf16,0.16993722139594308,0.001833808969070392,541.2931217920548,5.841146356780902,5649.441022406684,60.97399795669191,12202792.608398438,19.368499999999997,17.098,1674.264,0.1700052378493111,0.16436886327001,0.1768686865025714,541.509771435225,523.5564898259489,563.3715949796191,5646.5234375,5427.408203125,5840.1484375,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(3016.9669999999996), 'mean_duration_us': np.float64(1.3967439814814813), 'median_duration_us': np.float64(1.633), 'std_dev_duration_us': np.float64(0.503093359562616), 'min_duration_us': np.float64(0.799), 'max_duration_us': np.float64(2.176)}, {'name': 'nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(12199775.661), 'mean_duration_us': np.float64(5648.0442875), 'median_duration_us': np.float64(5644.902), 'std_dev_duration_us': np.float64(60.95032408731197), 'min_duration_us': np.float64(5426.576), 'max_duration_us': np.float64(5839.316)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.4)}, {'name': 'nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT', 'stream': 7, 'mean_duration_us': np.float64(5648.04)}]","{'M': 21600, 'N': 5120, 'K': 13824, 'bias': False, 'stride_A': (13824, 1), 'stride_B': (1, 13824), 'dtype_A_B': ('c10::BFloat16', 'c10::BFloat16'), 'B': 1, 'transpose': (True, False)}",True,2.9870984711505923,80.32706478570492
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((21600, 5120), (5120, 13824), (21600, 13824))","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16')","((5120, 1), (1, 5120), (13824, 1))","('', '', '')",82766,2160,58246.725,26.966076388888887,55.05721188189327,3057.647616,915.46875,3185.253456221198,matrix_bf16,0.17090773585837152,0.0014729995928179625,544.3844563378176,4.69187704403585,5617.126219346788,48.746458158301586,12132992.633789062,24.921,22.035,2577.646,0.17112355599208973,0.164798501965138,0.17521757618354386,545.0718981646656,524.9249979645318,558.1123901293342,5609.62255859375,5478.5517578125,5824.9228515625,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(3046.226), 'mean_duration_us': np.float64(1.4102898148148149), 'median_duration_us': np.float64(1.663), 'std_dev_duration_us': np.float64(0.5068586325739954), 'min_duration_us': np.float64(0.799), 'max_duration_us': np.float64(3.264)}, {'name': 'nvjet_tst_256x160_64x4_2x1_v_bz_coopA_TNT', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(12129946.431), 'mean_duration_us': np.float64(5615.715940277778), 'median_duration_us': np.float64(5608.2195), 'std_dev_duration_us': np.float64(48.74164872809502), 'min_duration_us': np.float64(5476.728), 'max_duration_us': np.float64(5823.195)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.41)}, {'name': 'nvjet_tst_256x160_64x4_2x1_v_bz_coopA_TNT', 'stream': 7, 'mean_duration_us': np.float64(5615.72)}]","{'M': 21600, 'N': 13824, 'K': 5120, 'bias': False, 'stride_A': (5120, 1), 'stride_B': (1, 5120), 'dtype_A_B': ('c10::BFloat16', 'c10::BFloat16'), 'B': 1, 'transpose': (True, False)}",True,2.970012267677912,83.29707705338284
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((13824, 5120), (13824, 5120), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((5120, 1), (5120, 1), ())","('', '', 'False')",22013,120,7433178.667,61943.15555833334,51311.488479089785,0.07077888,270.0,0.25,vector_bf16,0.009477244163424497,0.00697542017564135,0.0023693110408561243,0.0017438550439103375,60809.59881998698,50598.5792864393,7297151.8583984375,37055.93,14533.827,176086.38,0.00784535796202546,0.0016241576604794133,0.019943765426718482,0.001961339490506365,0.00040603941511985333,0.0049859413566796205,36087.01171875,14195.6904296875,174315.2939453125,"[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'count': 120, 'total_duration_us': np.float64(7297151.857000001), 'mean_duration_us': np.float64(60809.59880833334), 'median_duration_us': np.float64(36087.0115), 'std_dev_duration_us': np.float64(50387.310789155155), 'min_duration_us': np.float64(14195.69), 'max_duration_us': np.float64(174315.294)}]","[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'mean_duration_us': np.float64(60809.6)}]","{'op_shape': (13824, 5120), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (5120, 1), 'stride_output': (5120, 1)}",True,1.7862559710286248,85.08333302441146
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((5120, 13824), (5120, 13824), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((13824, 1), (13824, 1), ())","('', '', 'False')",22025,120,7268285.201,60569.04334166667,49856.57148845248,0.07077888,270.0,0.25,vector_bf16,0.00962673809023552,0.007113299091639596,0.00240668452255888,0.001778324772909899,59419.259448242185,48791.334320258684,7130311.1337890625,36568.5745,14287.86,173450.704,0.00787157589288789,0.0016490210846566162,0.020231552150888666,0.0019678939732219727,0.00041225527116415405,0.0050578880377221665,35966.81884765625,13993.76171875,171687.0224609375,"[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'count': 120, 'total_duration_us': np.float64(7130311.135), 'mean_duration_us': np.float64(59419.259458333334), 'median_duration_us': np.float64(35966.819), 'std_dev_duration_us': np.float64(48587.61178114369), 'min_duration_us': np.float64(13993.762), 'max_duration_us': np.float64(171687.022)}]","[{'name': 'Memcpy DtoH (Device -> Pageable)', 'stream': 7, 'mean_duration_us': np.float64(59419.26)}]","{'op_shape': (5120, 13824), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (13824, 1), 'stride_output': (13824, 1)}",True,1.7454153463126625,86.82874837072413
_attn_fwd_2,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 86400, 10, 128), (1, 2048, 10, 128), (1, 2048, 10, 128), (1, 10, 675, 1), (1, 10, 32, 1), (1, 86400, 10, 128), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('signed char', 'signed char', 'c10::Half', 'float', 'float', 'c10::BFloat16', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((110592000, 1280, 128, 1), (2621440, 1280, 128, 1), (2621440, 1280, 128, 1), (6750, 675, 1, 1), (320, 32, 1, 1), (110592000, 1280, 128, 1), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('', '', '', '', '', '', '110592000', '128', '1280', '2621440', '128', '1280', '2621440', '128', '1280', '110592000', '128', '1280', '86400', '2048', '675', '10', '1')",76376,2160,50772.632,23.505848148148146,35.598653058435985,,,,,,,,,3111.2895277235243,17.156356121407143,6720385.3798828125,21.9165,20.344,1674.166,,,,,,,3102.26220703125,3067.900390625,3215.4658203125,"[{'name': '_attn_fwd', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(6720385.359), 'mean_duration_us': np.float64(3111.2895180555556), 'median_duration_us': np.float64(3102.2625), 'std_dev_duration_us': np.float64(17.152385167705997), 'min_duration_us': np.float64(3067.9), 'max_duration_us': np.float64(3215.466)}]","[{'name': '_attn_fwd', 'stream': 7, 'mean_duration_us': np.float64(3111.29)}]",,False,1.6450703980640236,88.47381876878815
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((21600, 5120), (5120, 5120), (21600, 5120))","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16')","((5120, 1), (1, 5120), (5120, 1))","('', '', '')",79425,2160,94632.023,43.81112175925926,55.00135375844136,1132.46208,471.875,2288.7417218543046,matrix_bf16,0.2515858114821301,0.007086965404448336,575.8149433657229,16.220233402499066,1968.2111246744792,53.29942515738976,4251336.029296875,41.0045,36.345,2552.263,0.24986545542398256,0.23872818401982676,0.28635368714224996,571.8774926789958,546.3871549486896,655.389630969282,1980.2529296875,1727.921875,2072.63671875,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(2645.8959999999997), 'mean_duration_us': np.float64(1.2249518518518516), 'median_duration_us': np.float64(0.833), 'std_dev_duration_us': np.float64(0.43253047151948376), 'min_duration_us': np.float64(0.799), 'max_duration_us': np.float64(2.24)}, {'name': 'nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(4248690.177), 'mean_duration_us': np.float64(1966.9861930555555), 'median_duration_us': np.float64(1978.7645), 'std_dev_duration_us': np.float64(53.28695616871127), 'min_duration_us': np.float64(1725.905), 'max_duration_us': np.float64(2071.805)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.22)}, {'name': 'nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT', 'stream': 7, 'mean_duration_us': np.float64(1966.99)}]","{'M': 21600, 'N': 5120, 'K': 5120, 'bias': False, 'stride_A': (5120, 1), 'stride_B': (1, 5120), 'dtype_A_B': ('c10::BFloat16', 'c10::BFloat16'), 'B': 1, 'transpose': (True, False)}",True,1.040676487832799,89.51449525662095
aten::convolution,CONV_fwd,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 96, 6, 722, 1282), (96, 96, 3, 3, 3), (96,), (), (), (), (), (), ())","('float', 'float', 'float', 'ScalarList', 'ScalarList', 'ScalarList', 'Scalar', 'ScalarList', 'Scalar')","((533147904, 5553624, 925604, 1282, 1), (2592, 27, 9, 3, 1), (1,), (), (), (), (), (), ())","('', '', '', '[1, 1, 1]', '[0, 0, 0]', '[1, 1, 1]', 'False', '[0, 0, 0]', '1')",551893,138,51597.623,373.8958188405797,1075.691417685383,1834.5885696,3384.7470703125,516.9071613491245,matrix_fp32,0.1440488630708875,0.003100885097079836,74.45988890554118,1.6028697132013414,24650.61175979393,561.6459616463063,3401784.4228515625,117.49799999999999,61.251,11149.684,0.1452200294785146,0.12948148624300546,0.14687748794340655,75.06527320877517,66.92990750113766,75.92202535891653,24439.91064453125,24164.115234375,27410.5947265625,"[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(361871.5800000001), 'mean_duration_us': np.float64(2622.2578260869573), 'median_duration_us': np.float64(2618.4565000000002), 'std_dev_duration_us': np.float64(14.195769978204858), 'min_duration_us': np.float64(2608.008), 'max_duration_us': np.float64(2682.953)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(608.261), 'mean_duration_us': np.float64(4.407688405797101), 'median_duration_us': np.float64(4.352), 'std_dev_duration_us': np.float64(0.1726443861481542), 'min_duration_us': np.float64(4.161), 'max_duration_us': np.float64(5.056)}, {'name': 'Memset (Device)', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(195.10600000000002), 'mean_duration_us': np.float64(1.4138115942028988), 'median_duration_us': np.float64(1.6480000000000001), 'std_dev_duration_us': np.float64(0.5145180600022442), 'min_duration_us': np.float64(0.767), 'max_duration_us': np.float64(2.081)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x32x32_warpgroupsize1x1x1_g1_execute_segment_k_off_kernel__5x_cudnn', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(2581585.398), 'mean_duration_us': np.float64(18707.140565217393), 'median_duration_us': np.float64(18507.3715), 'std_dev_duration_us': np.float64(535.9697000354599), 'min_duration_us': np.float64(18231.224), 'max_duration_us': np.float64(21368.231)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(225032.16100000002), 'mean_duration_us': np.float64(1630.6678333333334), 'median_duration_us': np.float64(1630.313), 'std_dev_duration_us': np.float64(2.8776035610957513), 'min_duration_us': np.float64(1624.793), 'max_duration_us': np.float64(1639.45)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(232491.92099999997), 'mean_duration_us': np.float64(1684.7240652173912), 'median_duration_us': np.float64(1681.7379999999998), 'std_dev_duration_us': np.float64(9.760315261455096), 'min_duration_us': np.float64(1673.082), 'max_duration_us': np.float64(1732.026)}]","[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(2622.26)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(4.41)}, {'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.41)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_t...', 'stream': 7, 'mean_duration_us': np.float64(18707.14)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(1630.67)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1684.72)}]","{'convNd': 'conv3d', 'input_shape': (1, 96, 6, 722, 1282), 'filter_shape': (96, 96, 3, 3, 3), 'dtype_input_weight': ('float', 'float'), 'input_stride': (533147904, 5553624, 925604, 1282, 1), 'weight_stride': (2592, 27, 9, 3, 1), 'bias': False, 'stride': (1, 1, 1), 'padding': (0, 0, 0), 'dilation': (1, 1, 1), 'transposed_conv': False, 'output_padding': (0, 0, 0), 'groups': 1}",True,0.8327163604903263,90.34721161711127
