deviceId,time_bucket_s,transfers,total_mb,avg_bw_mbps
1,600,4,2811.154432,8031.063536856582
1,601,3,2108.365824,8097.070618490706
1,602,4,2811.154432,8018.583192466484
1,603,3,2108.365824,8002.282008324997
1,604,4,2811.154432,7943.501701828156
1,605,2,1405.577216,7799.688243967248
1,606,4,2811.154432,7865.6829364344785
1,607,3,2108.365824,7907.9606687018095
1,608,4,2811.154432,7882.613063683826
1,609,3,2108.365824,7914.637982188538
1,610,3,2108.365824,7939.564928208962
1,611,4,2811.154432,7952.775173783274
1,612,3,2108.365824,7852.534430333431
1,613,4,2811.154432,7889.169461302121
1,614,3,2108.365824,7926.036708845546
1,615,4,2811.154432,7985.757445435676
1,616,3,2108.365824,7818.597537890812
1,617,3,2108.365824,7843.947080045337
1,618,3,2108.365824,7842.149820157191
1,619,4,2811.154432,7919.789000339808
1,620,3,2108.365824,7860.52392135659
1,621,3,2108.365824,7850.139235572774
1,622,4,2811.154432,7992.4993486436315
1,623,3,2108.365824,7954.335859701795
1,624,4,2811.154432,7987.200686447168
1,625,3,2108.365824,7823.444797771491
1,626,4,2811.154432,7960.068938904125
1,627,3,2108.365824,7960.692850347504
1,628,3,2108.365824,7820.153740634733
1,629,3,2108.365824,7908.696810544642
1,630,4,2811.154432,7931.343946642502
1,631,3,2108.365824,7821.803257837883
1,632,3,2108.365824,7862.017659336394
1,633,4,2811.154432,7893.644364179026
1,634,3,2108.365824,7868.22324777125
1,635,4,2811.154432,7933.429607426634
1,636,3,2108.365824,7907.976006081033
1,637,4,2811.154432,7841.001336426108
1,638,3,2108.365824,7875.4313677097525
1,639,3,2108.365824,7830.87273333726
1,640,3,2108.365824,7835.225379910633
1,641,4,2811.154432,7943.795867831104
1,642,3,2108.365824,8123.649168247285
1,643,3,2108.365824,7897.212349698219
1,644,4,2811.154432,7833.272163830686
1,645,3,2108.365824,7936.461796514942
1,646,4,2811.154432,7849.299493861195
1,647,3,2108.365824,7842.30883202119
1,648,4,2811.154432,7894.6585134671095
1,649,3,2108.365824,8062.323780023541
1,650,3,2108.365824,7886.7283027426065
1,651,3,2108.365824,7977.76458700208
1,652,3,2108.365824,7860.847430318064
1,653,4,2811.154432,7911.115826452111
1,654,3,2108.365824,7877.354740660092
1,655,4,2811.154432,7933.726089101072
1,656,3,2108.365824,7903.248111408398
1,657,4,2811.154432,7793.806891245573
1,658,3,2108.365824,7913.871430872358
1,659,3,2108.365824,7931.678147143907
1,660,4,2811.154432,7846.21171252752
1,661,3,2108.365824,7857.102704883779
1,662,4,2811.154432,7910.126894567184
1,663,2,1405.577216,7841.44444787825
1,664,4,2811.154432,7926.154385430312
1,665,3,2108.365824,7804.97150474324
1,666,4,2811.154432,7848.549616375652
1,667,3,2108.365824,7841.24964931189
1,668,4,2811.154432,7868.601461279803
1,669,3,2108.365824,7896.693627169251
1,670,3,2108.365824,7892.540235680613
1,671,4,2811.154432,7974.1373551286
1,672,3,2108.365824,7956.189297032379
1,673,4,2811.154432,7945.837185664953
1,674,3,2108.365824,7882.730384217649
1,675,3,2108.365824,7934.428658175756
1,676,3,2108.365824,7818.150595160913
1,677,4,2811.154432,7808.601961114
1,678,3,2108.365824,7908.470705080773
1,679,3,2108.365824,7837.29873278676
1,680,4,2811.154432,7939.162942370109
1,681,3,2108.365824,7848.518520263703
1,682,4,2811.154432,7935.607110987644
1,683,3,2108.365824,7920.222822710627
1,684,4,2811.154432,7873.509960090114
1,685,3,2108.365824,7911.446043265242
1,686,3,2108.365824,7878.0687309860405
1,687,3,2108.365824,7807.448871946858
1,688,3,2108.365824,7891.725620632505
1,689,4,2811.154432,7930.301406908201
1,690,3,2108.365824,7859.817246677353
1,691,4,2811.154432,7868.754734127825
1,692,3,2108.365824,7921.120918822159
1,693,4,2811.154432,7869.196837655493
1,694,3,2108.365824,8018.9746237522295
1,695,4,2811.154432,7954.2269693816
1,696,3,2108.365824,8016.430068519859
1,697,3,2108.365824,7909.977315438026
1,698,3,2108.365824,7801.070221261417
1,699,3,2108.365824,7791.254870751294
1,700,4,2811.154432,7920.234110191292
1,701,3,2108.365824,7844.928138531369
1,702,4,2811.154432,7849.581143234925
1,703,3,2108.365824,7894.95155516468
1,704,4,2811.154432,7849.36109343364
1,705,3,2108.365824,7876.68053712024
1,706,3,2108.365824,7933.608420021356
