name,param: B,param: N_Q,param: H_Q,param: N_KV,param: H_KV,param: d_h_qk,param: d_h_v,param: dropout,param: causal,param: flash_impl,GFLOPS_first,Data Moved (MB)_first,FLOPS/Byte_first,TB/s_mean,TB/s_median,TB/s_std,TB/s_min,TB/s_max,TFLOPS/s_mean,TFLOPS/s_median,TFLOPS/s_std,TFLOPS/s_min,TFLOPS/s_max,process_name_first,process_label_first,thread_name_first,Compute Spec,kernel_details__summarize_kernel_stats,trunc_kernel_details,Input Dims_first,Input type_first,Input Strides_first,Concrete Inputs_first,Kernel Time (µs)_mean,Kernel Time (µs)_median,Kernel Time (µs)_std,Kernel Time (µs)_min,Kernel Time (µs)_max,Kernel Time (µs)_sum,name_count,UID_first
aten::_scaled_dot_product_efficient_attention,1,14400,1,14400,1,384,384,0.0,False,False,318.50496,42.1875,7200.0,0.003949369319098584,0.003949434216612259,0.0001223128776070224,0.003716401900400212,0.004146232655375661,28.435459097509803,28.435926359608267,0.8806527187705631,26.758093682881526,29.85287511870476,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),,"[{'name': 'fmha_cutlassF_f32_aligned_32x128_gmem_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 32, 128, 65536, true, true>::Params)', 'stream': 7, 'count': 24, 'total_duration_us': np.float64(269071.842), 'mean_duration_us': np.float64(11211.32675), 'median_duration_us': np.float64(11201.0355), 'std_dev_duration_us': np.float64(341.47531097458193), 'min_duration_us': np.float64(10669.155), 'max_duration_us': np.float64(11903.126)}]","[{'name': 'fmha_cutlassF_f32_aligned_32x128_gmem_sm80(PyTorchMemEffAttentio...', 'stream': 7, 'mean_duration_us': np.float64(11211.33)}]","[[1, 1, 14400, 384], [1, 1, 14400, 384], [1, 1, 14400, 384], [], [], [], [], []]","['float', 'float', 'float', '', 'Scalar', 'Scalar', 'Scalar', '']","[[16588800, 16588800, 1152, 1], [16588800, 16588800, 1152, 1], [16588800, 16588800, 1152, 1], [], [], [], [], []]","['', '', '', '', 'False', '0.', 'False', '']",11211.326782226562,11201.03564453125,348.8196854704587,10669.1552734375,11903.1259765625,269071.8427734375,24,549029
