type,time ms,percent
computation_time,369654.8233496094,57.81352753053164
exposed_comm_time,207022.35325683595,32.3780233976005
exposed_memcpy_time,38845.743961914064,6.075423195173832
busy_time,615522.9205683593,96.26697412330597
idle_time,23868.652890625,3.7330258766940294
total_time,639391.5734589844,100.0
total_comm_time,211507.26914355467,33.07945833557696
total_memcpy_time,38845.743961914064,6.075423195173832
