name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_direct_kernel_time_median,total_direct_kernel_time_std,total_direct_kernel_time_min,total_direct_kernel_time_max,total_direct_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aten::_upsample_nearest_exact2d,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((4, 192, 360, 640), (), (), ())","('float', 'ScalarList', 'Scalar', 'Scalar')","((230400, 921600, 640, 1), (), (), ())","('', '[720, 1280]', '2.', '2.')",23,3008.662406589674,2978.6376953125,73.10313132538235,2884.8759765625,3134.3515625,69199.2353515625,551831,"[{'name': 'void at::native::(anonymous namespace)::upsample_nearest2d_out_frame<float, &at::native::nearest_neighbor_exact_compute_source_index>(float const*, float*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, float, float)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(69199.23599999999), 'mean_duration_us': np.float64(3008.662434782608), 'median_duration_us': np.float64(2978.638), 'std_dev_duration_us': np.float64(71.49633420266845), 'min_duration_us': np.float64(2884.876), 'max_duration_us': np.float64(3134.352)}]","[{'name': 'void at::native::(anonymous namespace)::upsample_nearest2d_out_f...', 'stream': 7, 'mean_duration_us': np.float64(3008.66)}]",0.016937237903810774,99.43262093709465
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((512, 4096), (4096, 12288))","('float', 'float')","((4096, 1), (1, 4096))","('', '')",48,1438.6539306640625,1439.37353515625,4.57666922621672,1427.56640625,1445.1337890625,69055.388671875,7255,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(340.996), 'mean_duration_us': np.float64(7.104083333333333), 'median_duration_us': np.float64(6.672499999999999), 'std_dev_duration_us': np.float64(2.8309982031765557), 'min_duration_us': np.float64(1.76), 'max_duration_us': np.float64(9.792)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(68714.399), 'mean_duration_us': np.float64(1431.5499791666668), 'median_duration_us': np.float64(1431.726), 'std_dev_duration_us': np.float64(2.5695397811798633), 'min_duration_us': np.float64(1425.518), 'max_duration_us': np.float64(1437.965)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(7.1)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_w...', 'stream': 7, 'mean_duration_us': np.float64(1431.55)}]",0.016902029921769316,99.44952296701642
quant_per_block_int8_kernel_1,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 2048, 10, 128), (1, 2048, 10, 128), (1, 10, 32, 1), (), (), (), (), (), (), (), (), (), (), (), (), ())","('c10::BFloat16', 'signed char', 'float', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((2621440, 1280, 128, 1), (2621440, 1280, 128, 1), (320, 32, 1, 1), (), (), (), (), (), (), (), (), (), (), (), (), ())","('', '', '', '2048', '2621440', '128', '1280', '2621440', '128', '1280', '320', '32', '1.', '32', '10', '1')",2160,31.863114872685184,27.53662109375,19.95356094063496,4.767578125,153.474609375,68824.328125,76372,"[{'name': 'quant_per_block_int8_kernel', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(68824.32699999999), 'mean_duration_us': np.float64(31.86311435185185), 'median_duration_us': np.float64(27.5365), 'std_dev_duration_us': np.float64(19.94895045982364), 'min_duration_us': np.float64(4.768), 'max_duration_us': np.float64(153.475)}]","[{'name': 'quant_per_block_int8_kernel', 'stream': 7, 'mean_duration_us': np.float64(31.86)}]",0.016845475431929595,99.46636844244836
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"(((1, 384, 2, 180, 320), (1, 384, 2, 180, 320)), ())","('TensorList', 'Scalar')","(((44236800, 115200, 57600, 320, 1), (44236800, 115200, 57600, 320, 1)), ())","('', '2')",132,447.864990234375,447.958984375,2.0102232833611113,443.078125,454.119140625,59118.1787109375,553106,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 132, 'total_duration_us': np.float64(29534.048), 'mean_duration_us': np.float64(223.74278787878788), 'median_duration_us': np.float64(223.6035), 'std_dev_duration_us': np.float64(1.3413990380371583), 'min_duration_us': np.float64(221.155), 'max_duration_us': np.float64(227.78)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 132, 'total_duration_us': np.float64(29584.127999999997), 'mean_duration_us': np.float64(224.1221818181818), 'median_duration_us': np.float64(224.00349999999997), 'std_dev_duration_us': np.float64(1.196316453891376), 'min_duration_us': np.float64(221.635), 'max_duration_us': np.float64(226.788)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(223.74)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(224.12)}]",0.014469793664339108,99.48083823611269
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"(((1, 96, 2, 720, 1280), (1, 96, 4, 720, 1280)), ())","('TensorList', 'Scalar')","(((353894400, 921600, 88473600, 1280, 1), (353894400, 921600, 88473600, 1280, 1)), ())","('', '2')",22,2634.8505415482955,2625.0009765625,33.742632000057135,2586.5029296875,2704.6474609375,57966.7119140625,553729,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 22, 'total_duration_us': np.float64(19351.818000000003), 'mean_duration_us': np.float64(879.628090909091), 'median_duration_us': np.float64(875.726), 'std_dev_duration_us': np.float64(11.188773451785137), 'min_duration_us': np.float64(862.989), 'max_duration_us': np.float64(904.557)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 22, 'total_duration_us': np.float64(38614.89599999999), 'mean_duration_us': np.float64(1755.222545454545), 'median_duration_us': np.float64(1749.275), 'std_dev_duration_us': np.float64(21.821058337651888), 'min_duration_us': np.float64(1723.514), 'max_duration_us': np.float64(1800.091)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(879.63)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1755.22)}]",0.014187960101035572,99.49502619621373
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((512, 10240), (10240, 4096))","('float', 'float')","((10240, 1), (1, 10240))","('', '')",48,1176.0546061197917,1176.3798828125,4.765882953660837,1167.435546875,1183.0830078125,56450.62109375,7511,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(298.312), 'mean_duration_us': np.float64(6.214833333333334), 'median_duration_us': np.float64(6.305), 'std_dev_duration_us': np.float64(3.100827237295808), 'min_duration_us': np.float64(0.864), 'max_duration_us': np.float64(9.44)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(56152.307), 'mean_duration_us': np.float64(1169.8397291666668), 'median_duration_us': np.float64(1170.0595), 'std_dev_duration_us': np.float64(1.913982374740168), 'min_duration_us': np.float64(1166.027), 'max_duration_us': np.float64(1173.675)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(6.21)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_w...', 'stream': 7, 'mean_duration_us': np.float64(1169.84)}]",0.013816880987560417,99.50884307720129
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (1, 96, 4, 720, 1280), ())","('float', 'float', 'Scalar')","((353894400, 3686400, 921600, 1280, 1), (353894400, 921600, 88473600, 1280, 1), ())","('', '', '1')",23,2407.5499745244565,2404.7412109375,10.304868208803029,2392.099609375,2433.4130859375,55373.6494140625,551951,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(55373.65000000001), 'mean_duration_us': np.float64(2407.55), 'median_duration_us': np.float64(2404.741), 'std_dev_duration_us': np.float64(10.078252225115385), 'min_duration_us': np.float64(2392.1), 'max_duration_us': np.float64(2433.413)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(2407.55)}]",0.013553280884728904,99.52239635808603
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 192, 4, 360, 640), (1, 192, 4, 360, 640), ())","('float', 'float', 'Scalar')","((176947200, 921600, 230400, 640, 1), (176947200, 921600, 230400, 640, 1), ())","('', '', '1')",46,1130.898097826087,1130.86572265625,1.6043270307355761,1128.1142578125,1134.482421875,52021.3125,551720,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 46, 'total_duration_us': np.float64(52021.312999999995), 'mean_duration_us': np.float64(1130.8981086956521), 'median_duration_us': np.float64(1130.8654999999999), 'std_dev_duration_us': np.float64(1.5867702667650363), 'min_duration_us': np.float64(1128.114), 'max_duration_us': np.float64(1134.482)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(1130.9)}]",0.012732761300101423,99.53512911938613
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 384, 4, 180, 320), (1, 384, 4, 180, 320), ())","('float', 'float', 'Scalar')","((90015744, 234416, 58604, 322, 1), (88473600, 230400, 57600, 320, 1), ())","('', '', 'False')",110,465.84828657670454,465.76708984375,2.3653971406165817,460.3271484375,470.984375,51243.3115234375,553129,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 110, 'total_duration_us': np.float64(51243.314999999995), 'mean_duration_us': np.float64(465.8483181818181), 'median_duration_us': np.float64(465.767), 'std_dev_duration_us': np.float64(2.354686267200399), 'min_duration_us': np.float64(460.327), 'max_duration_us': np.float64(470.984)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(465.85)}]",0.012542337409396701,99.54767145679553
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 192, 2, 360, 640), (1, 192, 2, 360, 640), ())","('float', 'float', 'Scalar')","((88473600, 460800, 230400, 640, 1), (176947200, 921600, 230400, 640, 1), ())","('', '', 'False')",115,438.0822435461956,438.181640625,2.829009172825054,430.85546875,443.1748046875,50379.4580078125,551580,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 115, 'total_duration_us': np.float64(50379.459), 'mean_duration_us': np.float64(438.08225217391305), 'median_duration_us': np.float64(438.182), 'std_dev_duration_us': np.float64(2.8166771969930275), 'min_duration_us': np.float64(430.855), 'max_duration_us': np.float64(443.175)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(438.08)}]",0.012330900210215951,99.56000235700574
cuLaunchKernelEx,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),,,,,4320,10.669478804976851,11.55078125,2.2838521658435598,5.4716796875,13.599609375,46092.1484375,18092538,"[{'name': '_layer_norm_fwd_1pass_kernel', 'stream': 7, 'count': 4320, 'total_duration_us': np.float64(46092.14599999999), 'mean_duration_us': np.float64(10.66947824074074), 'median_duration_us': np.float64(11.551), 'std_dev_duration_us': np.float64(2.2835906558143977), 'min_duration_us': np.float64(5.472), 'max_duration_us': np.float64(13.6)}]","[{'name': '_layer_norm_fwd_1pass_kernel', 'stream': 7, 'mean_duration_us': np.float64(10.67)}]",0.011281536271571968,99.57128389327731
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((384, 384, 3, 3, 3), (384, 384, 3, 3, 3), ())","('float', 'float', 'Scalar')","((10368, 27, 9, 3, 1), (10368, 27, 9, 3, 1), ())","('', '', 'False')",26,1729.2879356971155,1682.93798828125,168.56470388897569,1491.3505859375,1987.7421875,44961.486328125,547910,"[{'name': 'Memcpy HtoD (Pageable -> Device)', 'stream': 7, 'count': 26, 'total_duration_us': np.float64(44961.487), 'mean_duration_us': np.float64(1729.2879615384616), 'median_duration_us': np.float64(1682.938), 'std_dev_duration_us': np.float64(165.291298693335), 'min_duration_us': np.float64(1491.351), 'max_duration_us': np.float64(1987.742)}]","[{'name': 'Memcpy HtoD (Pageable -> Device)', 'stream': 7, 'mean_duration_us': np.float64(1729.29)}]",0.01100479487352014,99.58228868815083
aten::linalg_vector_norm,reduce,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 192, 4, 360, 640), (), (), (), ())","('float', 'Scalar', 'ScalarList', 'Scalar', '')","((176947200, 921600, 230400, 640, 1), (), (), (), ())","('', '2.', '[1]', 'True', '')",115,389.70369395380436,390.7255859375,3.3554622130068683,381.92578125,394.8857421875,44815.9248046875,551564,"[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4>)', 'stream': 7, 'count': 115, 'total_duration_us': np.float64(44815.922), 'mean_duration_us': np.float64(389.70366956521735), 'median_duration_us': np.float64(390.726), 'std_dev_duration_us': np.float64(3.3407951558605884), 'min_duration_us': np.float64(381.926), 'max_duration_us': np.float64(394.886)}]","[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<floa...', 'stream': 7, 'mean_duration_us': np.float64(389.7)}]",0.010969167165503184,99.59325785531632
triton_red_fused__unsafe_view_clone_mean_permute_view_5,triton,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((2621440,), (1, 1, 10, 128, 16), (), ())","('c10::BFloat16', 'float', 'Scalar', 'Scalar')","((1,), (20480, 20480, 2048, 1, 128), (), ())","('', '', '20480', '128')",2902,15.090970397570642,7.0400390625,18.130942249857224,4.6083984375,93.8583984375,43793.99609375,67528,"[{'name': 'triton_red_fused__unsafe_view_clone_mean_permute_view_5', 'stream': 7, 'count': 2902, 'total_duration_us': np.float64(43794.009), 'mean_duration_us': np.float64(15.090974844934527), 'median_duration_us': np.float64(7.04), 'std_dev_duration_us': np.float64(18.127813239761522), 'min_duration_us': np.float64(4.608), 'max_duration_us': np.float64(93.858)}]","[{'name': 'triton_red_fused__unsafe_view_clone_mean_permute_view_5', 'stream': 7, 'mean_duration_us': np.float64(15.09)}]",0.010719039405999086,99.60397689472232
aten::div,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (1, 96, 4, 720, 1280))","('float', 'float')","((353894400, 921600, 88473600, 1280, 1), (3686400, 0, 921600, 1280, 1))","('', '')",23,1861.955375339674,1850.427734375,48.117896857570486,1769.4990234375,1950.8779296875,42824.9736328125,551854,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(42824.976), 'mean_duration_us': np.float64(1861.9554782608698), 'median_duration_us': np.float64(1850.428), 'std_dev_duration_us': np.float64(47.060130598933284), 'min_duration_us': np.float64(1769.499), 'max_duration_us': np.float64(1950.878)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1861.96)}]",0.010481861005520359,99.61445875572784
aten::add_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((4, 96, 720, 1280), (1, 96, 1, 1), ())","('float', 'float', 'Scalar')","((88473600, 921600, 1280, 1), (96, 1, 1, 1), ())","('', '', '1')",23,1772.8941066576087,1768.2841796875,37.70030173585699,1696.0576171875,1840.861328125,40776.564453125,551845,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(40776.564999999995), 'mean_duration_us': np.float64(1772.8941304347825), 'median_duration_us': np.float64(1768.284), 'std_dev_duration_us': np.float64(36.871650577202736), 'min_duration_us': np.float64(1696.058), 'max_duration_us': np.float64(1840.861)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1772.89)}]",0.009980491396095423,99.62443924712393
aten::mul,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1838609 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (96, 1, 1, 1))","('float', 'float')","((353894400, 921600, 88473600, 1280, 1), (1, 1, 1, 1))","('', '')",23,1770.6567170516305,1764.283203125,33.35466910165733,1713.9140625,1840.0595703125,40725.1044921875,551856,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(40725.10400000001), 'mean_duration_us': np.float64(1770.6566956521742), 'median_duration_us': np.float64(1764.283), 'std_dev_duration_us': np.float64(32.621558067226935), 'min_duration_us': np.float64(1713.914), 'max_duration_us': np.float64(1840.06)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1770.66)}]",0.009967896031471938,99.6344071431554
