name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_direct_kernel_time_median,total_direct_kernel_time_std,total_direct_kernel_time_min,total_direct_kernel_time_max,total_direct_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((4, 192, 360, 640), (4, 192, 360, 640), ())","('float', 'float', 'Scalar')","((44236800, 230400, 640, 1), (230400, 921600, 640, 1), ())","('', '', 'False')",23,878.0228430706521,876.68359375,8.611828924863024,860.84375,890.6689453125,20194.525390625,882329,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(20194.526), 'mean_duration_us': np.float64(878.0228695652174), 'median_duration_us': np.float64(876.684), 'std_dev_duration_us': np.float64(8.422528745053219), 'min_duration_us': np.float64(860.844), 'max_duration_us': np.float64(890.669)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(878.02)}]",0.003608158518675317,99.87607356568343
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 384, 2, 180, 320), (1, 384, 2, 180, 320), ())","('float', 'float', 'Scalar')","((44236800, 115200, 57600, 320, 1), (44236800, 115200, 57600, 320, 1), ())","('', '', '1')",69,286.38136888586956,286.33984375,0.6882886108708934,284.64453125,288.1953125,19760.314453125,881741,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 69, 'total_duration_us': np.float64(19760.315), 'mean_duration_us': np.float64(286.3813768115942), 'median_duration_us': np.float64(286.34), 'std_dev_duration_us': np.float64(0.6832777376065138), 'min_duration_us': np.float64(284.645), 'max_duration_us': np.float64(288.195)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(286.38)}]",0.003530577993125064,99.87960414367656
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 2, 720, 1280), (1, 96, 2, 720, 1280), ())","('float', 'float', 'Scalar')","((353894400, 921600, 88473600, 1280, 1), (353894400, 921600, 88473600, 1280, 1), ())","('', '', 'False')",23,847.5990149456521,847.0517578125,3.237246984221881,840.427734375,852.2685546875,19494.77734375,882356,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(19494.776999999995), 'mean_duration_us': np.float64(847.5989999999998), 'median_duration_us': np.float64(847.052), 'std_dev_duration_us': np.float64(3.1661289490068296), 'min_duration_us': np.float64(840.428), 'max_duration_us': np.float64(852.269)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'mean_duration_us': np.float64(847.6)}]",0.003483134442723002,99.88308727811928
aten::cudnn_convolution,CONV_fwd,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 3, 362, 642), (192, 192, 3, 3, 3), (), (), (), (), (), (), ())","('float', 'float', 'ScalarList', 'ScalarList', 'ScalarList', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((133864704, 697212, 232404, 642, 1), (5184, 27, 9, 3, 1), (), (), (), (), (), (), ())","('', '', '[0, 0, 0]', '[1, 1, 1]', '[1, 1, 1]', '1', 'False', 'False', 'True')",6,3186.5428059895835,3194.59033203125,58.00884597148837,3079.439453125,3250.189453125,19119.2568359375,880248,"[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(3943.417), 'mean_duration_us': np.float64(657.2361666666667), 'median_duration_us': np.float64(657.274), 'std_dev_duration_us': np.float64(2.4703065543009264), 'min_duration_us': np.float64(653.897), 'max_duration_us': np.float64(660.746)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(45.345), 'mean_duration_us': np.float64(7.5575), 'median_duration_us': np.float64(7.648), 'std_dev_duration_us': np.float64(0.2656550081088879), 'min_duration_us': np.float64(7.04), 'max_duration_us': np.float64(7.905)}, {'name': 'Memset (Device)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(8.959), 'mean_duration_us': np.float64(1.4931666666666665), 'median_duration_us': np.float64(1.4235), 'std_dev_duration_us': np.float64(0.35321023799179757), 'min_duration_us': np.float64(1.152), 'max_duration_us': np.float64(2.112)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x1_g1_execute_segment_k_off_kernel__5x_cudnn', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(13961.387), 'mean_duration_us': np.float64(2326.8978333333334), 'median_duration_us': np.float64(2336.994), 'std_dev_duration_us': np.float64(54.01956865314843), 'min_duration_us': np.float64(2215.521), 'max_duration_us': np.float64(2388.418)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(1160.146), 'mean_duration_us': np.float64(193.35766666666666), 'median_duration_us': np.float64(193.39499999999998), 'std_dev_duration_us': np.float64(0.28661394864094514), 'min_duration_us': np.float64(192.835), 'max_duration_us': np.float64(193.763)}]","[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(657.24)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(7.56)}, {'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.49)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_t...', 'stream': 7, 'mean_duration_us': np.float64(2326.9)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(193.36)}]",0.0034160401439963803,99.88650331826328
aten::linalg_vector_norm,reduce,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (), (), (), ())","('float', 'Scalar', 'ScalarList', 'Scalar', '')","((353894400, 921600, 88473600, 1280, 1), (), (), (), ())","('', '2.', '[1]', 'True', '')",23,774.4124915081521,774.443359375,1.1985591553726211,772.4267578125,777.0673828125,17811.4873046875,882342,"[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4>)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(17811.486999999997), 'mean_duration_us': np.float64(774.4124782608694), 'median_duration_us': np.float64(774.443), 'std_dev_duration_us': np.float64(1.172159688986067), 'min_duration_us': np.float64(772.427), 'max_duration_us': np.float64(777.067)}]","[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<floa...', 'stream': 7, 'mean_duration_us': np.float64(774.41)}]",0.003182380789128141,99.88968569905241
aten::silu,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 4, 360, 640),)","('float',)","((176947200, 230400, 44236800, 640, 1),)","('',)",23,771.3516049592391,771.306640625,1.108332554854725,769.259765625,773.5146484375,17741.0869140625,882016,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(17741.088), 'mean_duration_us': np.float64(771.3516521739131), 'median_duration_us': np.float64(771.307), 'std_dev_duration_us': np.float64(1.0839843416443105), 'min_duration_us': np.float64(769.26), 'max_duration_us': np.float64(773.515)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(a...', 'stream': 7, 'mean_duration_us': np.float64(771.35)}]",0.003169802342037248,99.89285550139445
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 4, 360, 640), (), ())","('float', 'double', 'Scalar')","((176947200, 230400, 44236800, 640, 1), (), ())","('', '', '1')",23,770.0005944293479,769.8994140625,0.8480843718611164,768.39453125,772.5234375,17710.013671875,882015,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(17710.013), 'mean_duration_us': np.float64(770.0005652173912), 'median_duration_us': np.float64(769.899), 'std_dev_duration_us': np.float64(0.8292914118370638), 'min_duration_us': np.float64(768.395), 'max_duration_us': np.float64(772.523)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(770.0)}]",0.003164250481751701,99.8960197518762
aten::mul,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 4, 360, 640), ())","('float', 'double')","((176947200, 230400, 44236800, 640, 1), ())","('', '')",23,768.6870754076087,768.5234375,1.2655089123194774,766.794921875,772.619140625,17679.802734375,882013,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(17679.802), 'mean_duration_us': np.float64(768.6870434782609), 'median_duration_us': np.float64(768.523), 'std_dev_duration_us': np.float64(1.237696790791567), 'min_duration_us': np.float64(766.795), 'max_duration_us': np.float64(772.619)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 7, 'mean_duration_us': np.float64(768.69)}]",0.0031588526895585554,99.89917860456575
aten::cudnn_convolution,CONV_fwd,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 384, 3, 182, 322), (384, 384, 3, 3, 3), (), (), (), (), (), (), ())","('float', 'float', 'ScalarList', 'ScalarList', 'ScalarList', 'Scalar', 'Scalar', 'Scalar', 'Scalar')","((67511808, 175812, 58604, 322, 1), (10368, 27, 9, 3, 1), (), (), (), (), (), (), ())","('', '', '[0, 0, 0]', '[1, 1, 1]', '[1, 1, 1]', '1', 'False', 'False', 'True')",5,3214.6130859375,3210.7021484375,25.61168616376307,3190.3828125,3256.49609375,16073.0654296875,880014,"[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(1659.319), 'mean_duration_us': np.float64(331.86379999999997), 'median_duration_us': np.float64(332.229), 'std_dev_duration_us': np.float64(1.1457241203710395), 'min_duration_us': np.float64(330.117), 'max_duration_us': np.float64(333.444)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(102.018), 'mean_duration_us': np.float64(20.4036), 'median_duration_us': np.float64(20.288), 'std_dev_duration_us': np.float64(0.7442839780621375), 'min_duration_us': np.float64(19.713), 'max_duration_us': np.float64(21.824)}, {'name': 'Memset (Device)', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(6.112), 'mean_duration_us': np.float64(1.2224), 'median_duration_us': np.float64(1.184), 'std_dev_duration_us': np.float64(0.37394844564458346), 'min_duration_us': np.float64(0.8), 'max_duration_us': np.float64(1.696)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x1_g1_execute_segment_k_off_kernel__5x_cudnn', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(13852.97), 'mean_duration_us': np.float64(2770.594), 'median_duration_us': np.float64(2765.8), 'std_dev_duration_us': np.float64(22.63319536433161), 'min_duration_us': np.float64(2748.04), 'max_duration_us': np.float64(2812.329)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(452.647), 'mean_duration_us': np.float64(90.5294), 'median_duration_us': np.float64(90.594), 'std_dev_duration_us': np.float64(0.17791750897536543), 'min_duration_us': np.float64(90.305), 'max_duration_us': np.float64(90.754)}]","[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(331.86)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(20.4)}, {'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(1.22)}, {'name': 'sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_t...', 'stream': 7, 'mean_duration_us': np.float64(2770.59)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(90.53)}]",0.0028717767231249518,99.90205038128887
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 5, 720, 1280), (1, 96, 5, 720, 1280), ())","('float', 'float', 'Scalar')","((533147904, 5553624, 925604, 1282, 1), (442368000, 4608000, 921600, 1280, 1), ())","('', '', 'False')",7,2202.468191964286,2199.16796875,7.02655326480469,2195.6787109375,2215.0732421875,15417.27734375,882384,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 7, 'total_duration_us': np.float64(15417.278), 'mean_duration_us': np.float64(2202.4682857142857), 'median_duration_us': np.float64(2199.168), 'std_dev_duration_us': np.float64(6.5052861519202985), 'min_duration_us': np.float64(2195.679), 'max_duration_us': np.float64(2215.073)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(2202.47)}]",0.0027546069791992223,99.90480498826807
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 384, 1, 90, 160), (1, 384, 1, 90, 160)), ())","('TensorList', 'Scalar')","(((11059200, 28800, 14400, 160, 1), (5529600, 14400, 14400, 160, 1)), ())","('', '2')",242,63.61026681947314,63.5537109375,0.6247097344176077,62.2412109375,65.34375,15393.6845703125,882783,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 242, 'total_duration_us': np.float64(7989.057999999999), 'mean_duration_us': np.float64(33.01263636363636), 'median_duration_us': np.float64(32.9925), 'std_dev_duration_us': np.float64(0.3905375824498654), 'min_duration_us': np.float64(32.193), 'max_duration_us': np.float64(34.369)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 242, 'total_duration_us': np.float64(7404.619999999999), 'mean_duration_us': np.float64(30.59760330578512), 'median_duration_us': np.float64(30.561), 'std_dev_duration_us': np.float64(0.34516120271090794), 'min_duration_us': np.float64(29.76), 'max_duration_us': np.float64(31.584)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(33.01)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(30.6)}]",0.002750391655253198,99.90755537992332
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 1, 1, 1, 1, 64, 512, 512), (1, 1, 1, 1, 1, 64, 512, 512), ())","('float', 'float', 'Scalar')","((16777216, 16777216, 262144, 512, 16777216, 262144, 512, 1), (64, 64, 64, 64, 64, 1, 32768, 64), ())","('', '', 'False')",48,266.2051595052083,266.60986328125,3.4535503973174806,248.0673828125,270.6904296875,12777.84765625,7385,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(12777.846000000001), 'mean_duration_us': np.float64(266.205125), 'median_duration_us': np.float64(266.61), 'std_dev_duration_us': np.float64(3.417418035014399), 'min_duration_us': np.float64(248.067), 'max_duration_us': np.float64(270.69)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(266.21)}]",0.0022830197283387104,99.90983839965166
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 96, 1, 720, 1280), (1, 96, 4, 720, 1280)), ())","('TensorList', 'Scalar')","(((88473600, 921600, 921600, 1280, 1), (353894400, 3686400, 921600, 1280, 1)), ())","('', '2')",6,2122.83642578125,2123.82373046875,3.658235907216775,2118.3671875,2126.494140625,12737.0185546875,882410,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2576.07), 'mean_duration_us': np.float64(429.345), 'median_duration_us': np.float64(429.3985), 'std_dev_duration_us': np.float64(1.2603478355861386), 'min_duration_us': np.float64(427.718), 'max_duration_us': np.float64(431.398)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(10160.948), 'mean_duration_us': np.float64(1693.4913333333334), 'median_duration_us': np.float64(1694.2649999999999), 'std_dev_duration_us': np.float64(2.2548437984826544), 'min_duration_us': np.float64(1690.391), 'max_duration_us': np.float64(1696.601)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(429.34)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1693.49)}]",0.002275724787370155,99.91211412443903
aten::linalg_vector_norm,reduce,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 384, 2, 180, 320), (), (), (), ())","('float', 'Scalar', 'ScalarList', 'Scalar', '')","((44236800, 115200, 57600, 320, 1), (), (), (), ())","('', '2.', '[1]', 'True', '')",115,109.89813179347826,109.888671875,1.021990313600999,108.0654296875,113.3134765625,12638.28515625,881690,"[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4>)', 'stream': 7, 'count': 115, 'total_duration_us': np.float64(12638.288999999999), 'mean_duration_us': np.float64(109.8981652173913), 'median_duration_us': np.float64(109.889), 'std_dev_duration_us': np.float64(1.0175492547030298), 'min_duration_us': np.float64(108.065), 'max_duration_us': np.float64(113.313)}]","[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<floa...', 'stream': 7, 'mean_duration_us': np.float64(109.9)}]",0.0022580840780314047,99.91437220851707
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((50331648,), (50331648,), ())","('float', 'float', 'Scalar')","((1,), (1,), ())","('', '', 'False')",48,235.34088134765625,235.23486328125,0.6590068203890248,234.6904296875,238.75390625,11296.3623046875,439,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(11296.362999999998), 'mean_duration_us': np.float64(235.3408958333333), 'median_duration_us': np.float64(235.235), 'std_dev_duration_us': np.float64(0.6521606473735108), 'min_duration_us': np.float64(234.69), 'max_duration_us': np.float64(238.754)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'mean_duration_us': np.float64(235.34)}]",0.002018322544912232,99.91639053106198
triton_tem_fused_convolution_0,triton,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 16, 6, 90, 160), (5120, 16, 1, 2, 2), (5120,), (1, 5120, 6, 45, 80), (), (), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar', 'Scalar')","((1382400, 86400, 14400, 160, 1), (64, 4, 4, 2, 1), (1,), (110592000, 21600, 3600, 80, 1), (), (), ())","('', '', '', '', '169', '40', '1')",54,205.7201786747685,204.67431640625,6.005003299695637,199.5234375,233.4755859375,11108.8896484375,22679,"[{'name': 'triton_tem_fused_convolution_0', 'stream': 7, 'count': 54, 'total_duration_us': np.float64(11108.894), 'mean_duration_us': np.float64(205.72025925925925), 'median_duration_us': np.float64(204.6745), 'std_dev_duration_us': np.float64(5.949180734711807), 'min_duration_us': np.float64(199.523), 'max_duration_us': np.float64(233.476)}]","[{'name': 'triton_tem_fused_convolution_0', 'stream': 7, 'mean_duration_us': np.float64(205.72)}]",0.001984826780660147,99.91837535784263
