name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_direct_kernel_time_median,total_direct_kernel_time_std,total_direct_kernel_time_min,total_direct_kernel_time_max,total_direct_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aten::add_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 768, 1, 90, 160), (1, 768, 1, 1, 1), ())","('float', 'float', 'Scalar')","((11059200, 14400, 14400, 160, 1), (768, 1, 1, 1, 1), ())","('', '', '1')",23,57.35338824728261,57.12109375,0.6629078536694916,56.3212890625,58.5927734375,1319.1279296875,881581,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(1319.1259999999997), 'mean_duration_us': np.float64(57.353304347826075), 'median_duration_us': np.float64(57.121), 'std_dev_duration_us': np.float64(0.6484577982167026), 'min_duration_us': np.float64(56.321), 'max_duration_us': np.float64(58.593)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(57.35)}]",0.00023568876141719425,99.98528399387445
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 1, 360, 640), (1, 192, 1, 360, 640), ())","('float', 'float', 'Scalar')","((44236800, 230400, 230400, 640, 1), (44236800, 230400, 230400, 640, 1), ())","('', '', 'False')",6,214.24332682291666,214.4990234375,1.0776205753326593,212.7392578125,215.65234375,1285.4599609375,880224,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(1285.46), 'mean_duration_us': np.float64(214.24333333333334), 'median_duration_us': np.float64(214.499), 'std_dev_duration_us': np.float64(0.9837019648021188), 'min_duration_us': np.float64(212.739), 'max_duration_us': np.float64(215.652)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'mean_duration_us': np.float64(214.24)}]",0.00022967330099403415,99.98551366717544
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 384, 1, 90, 160), (1, 384, 1, 90, 160)), ())","('TensorList', 'Scalar')","(((5529600, 14400, 14400, 160, 1), (5529600, 14400, 14400, 160, 1)), ())","('', '2')",21,60.9501953125,60.8642578125,2.1399416535881812,52.80078125,62.689453125,1279.9541015625,880862,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 21, 'total_duration_us': np.float64(644.5189999999999), 'mean_duration_us': np.float64(30.691380952380946), 'median_duration_us': np.float64(30.688), 'std_dev_duration_us': np.float64(2.3841951717047083), 'min_duration_us': np.float64(20.832), 'max_duration_us': np.float64(32.289)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 21, 'total_duration_us': np.float64(635.436), 'mean_duration_us': np.float64(30.258857142857146), 'median_duration_us': np.float64(30.112), 'std_dev_duration_us': np.float64(0.44369877015770054), 'min_duration_us': np.float64(29.504), 'max_duration_us': np.float64(31.969)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(30.69)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(30.26)}]",0.00022868956837233278,99.98574235674381
aten::add_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 1, 360, 640), (1, 192, 1, 1, 1), ())","('float', 'float', 'Scalar')","((44236800, 230400, 230400, 640, 1), (192, 1, 1, 1, 1), ())","('', '', '1')",6,212.1044921875,212.03466796875,0.37494913391998036,211.619140625,212.70703125,1272.626953125,880251,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(1272.627), 'mean_duration_us': np.float64(212.1045), 'median_duration_us': np.float64(212.035), 'std_dev_duration_us': np.float64(0.342277543328023), 'min_duration_us': np.float64(211.619), 'max_duration_us': np.float64(212.707)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(212.1)}]",0.00022738042579329316,99.98596973716961
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 3, 89, 720, 1280), (1, 3, 4, 720, 1280)), ())","('TensorList', 'Scalar')","(((246067200, 82022400, 921600, 1280, 1), (11059200, 3686400, 921600, 1280, 1)), ())","('', '2')",1,1239.857421875,1239.857421875,,1239.857421875,1239.857421875,1239.857421875,923250,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1180.721), 'mean_duration_us': np.float64(1180.721), 'median_duration_us': np.float64(1180.721), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1180.721), 'max_duration_us': np.float64(1180.721)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(59.137), 'mean_duration_us': np.float64(59.137), 'median_duration_us': np.float64(59.137), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(59.137), 'max_duration_us': np.float64(59.137)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1180.72)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(59.14)}]",0.00022152548931691653,99.98619126265893
aten::linalg_vector_norm,reduce,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 1, 720, 1280), (), (), (), ())","('float', 'Scalar', 'ScalarList', 'Scalar', '')","((88473600, 921600, 921600, 1280, 1), (), (), (), ())","('', '2.', '[1]', 'True', '')",6,206.33902994791666,206.08349609375,2.288107604052968,203.6826171875,209.6025390625,1238.0341796875,880529,"[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4>)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(1238.0349999999999), 'mean_duration_us': np.float64(206.33916666666664), 'median_duration_us': np.float64(206.08350000000002), 'std_dev_duration_us': np.float64(2.088860647710986), 'min_duration_us': np.float64(203.683), 'max_duration_us': np.float64(209.603)}]","[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<floa...', 'stream': 7, 'mean_duration_us': np.float64(206.34)}]",0.00022119973039447656,99.98641246238932
aten::sub,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 16, 6, 90, 160), (1, 16, 6, 90, 160), ())","('float', 'float', 'Scalar')","((1382400, 86400, 14400, 160, 1), (1382400, 86400, 14400, 160, 1), ())","('', '', '1')",155,7.700604838709677,6.7841796875,2.7302058831995963,4.384765625,11.3603515625,1193.59375,101308,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 155, 'total_duration_us': np.float64(1193.586), 'mean_duration_us': np.float64(7.700554838709677), 'median_duration_us': np.float64(6.784), 'std_dev_duration_us': np.float64(2.721386376147834), 'min_duration_us': np.float64(4.385), 'max_duration_us': np.float64(11.36)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(7.7)}]",0.0002132595529528723,99.98662572194227
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 3, 85, 720, 1280), (1, 3, 4, 720, 1280)), ())","('TensorList', 'Scalar')","(((235008000, 78336000, 921600, 1280, 1), (11059200, 3686400, 921600, 1280, 1)), ())","('', '2')",1,1185.361328125,1185.361328125,,1185.361328125,1185.361328125,1185.361328125,921407,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1128.912), 'mean_duration_us': np.float64(1128.912), 'median_duration_us': np.float64(1128.912), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1128.912), 'max_duration_us': np.float64(1128.912)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(56.449), 'mean_duration_us': np.float64(56.449), 'median_duration_us': np.float64(56.449), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(56.449), 'max_duration_us': np.float64(56.449)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1128.91)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(56.45)}]",0.00021178866504919323,99.98683751060733
aten::add_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 3, 4, 720, 1280), (1, 3, 1, 1, 1), ())","('float', 'float', 'Scalar')","((11059200, 3686400, 921600, 1280, 1), (3, 1, 1, 1, 1), ())","('', '', '1')",23,49.84973675271739,49.697265625,0.5985930060333859,48.6396484375,51.2646484375,1146.5439453125,882703,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(1146.545), 'mean_duration_us': np.float64(49.849782608695655), 'median_duration_us': np.float64(49.697), 'std_dev_duration_us': np.float64(0.5854499537904112), 'min_duration_us': np.float64(48.64), 'max_duration_us': np.float64(51.265)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(49.85)}]",0.00020485315813539257,99.98704236376547
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 1, 720, 1280), (1, 96, 1, 720, 1280), ())","('float', 'float', 'Scalar')","((88473600, 921600, 921600, 1280, 1), (88473600, 921600, 921600, 1280, 1), ())","('', '', '1')",2,568.68017578125,568.68017578125,0.7243701303366097,568.16796875,569.1923828125,1137.3603515625,880658,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 2, 'total_duration_us': np.float64(1137.3600000000001), 'mean_duration_us': np.float64(568.6800000000001), 'median_duration_us': np.float64(568.6800000000001), 'std_dev_duration_us': np.float64(0.5120000000000005), 'min_duration_us': np.float64(568.168), 'max_duration_us': np.float64(569.192)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(568.68)}]",0.00020321232422718403,99.98724557608969
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 3, 81, 720, 1280), (1, 3, 4, 720, 1280)), ())","('TensorList', 'Scalar')","(((223948800, 74649600, 921600, 1280, 1), (11059200, 3686400, 921600, 1280, 1)), ())","('', '2')",1,1134.640625,1134.640625,,1134.640625,1134.640625,1134.640625,919564,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1075.888), 'mean_duration_us': np.float64(1075.888), 'median_duration_us': np.float64(1075.888), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1075.888), 'max_duration_us': np.float64(1075.888)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(58.753), 'mean_duration_us': np.float64(58.753), 'median_duration_us': np.float64(58.753), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(58.753), 'max_duration_us': np.float64(58.753)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1075.89)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(58.75)}]",0.0002027263903230623,99.98744830248002
triton_poi_fused__to_copy_addmm_arange_cat_cos_div_exp_mul_sin_unsqueeze_0,triton,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1,), (1, 256), ())","('long int', 'float', 'Scalar')","((1,), (256, 1), ())","('', '', '256')",584,1.9295637574914384,1.919921875,0.145900515861549,1.6953125,2.6240234375,1126.865234375,23447,"[{'name': 'triton_poi_fused__to_copy_addmm_arange_cat_cos_div_exp_mul_sin_unsqueeze_0', 'stream': 7, 'count': 584, 'total_duration_us': np.float64(1126.888), 'mean_duration_us': np.float64(1.9296027397260274), 'median_duration_us': np.float64(1.92), 'std_dev_duration_us': np.float64(0.14573494562408684), 'min_duration_us': np.float64(1.695), 'max_duration_us': np.float64(2.624)}]","[{'name': 'triton_poi_fused__to_copy_addmm_arange_cat_cos_div_exp_mul_sin_u...', 'stream': 7, 'mean_duration_us': np.float64(1.93)}]",0.0002013371602531818,99.98764963964027
aten::clamp,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 3, 93, 720, 1280), (), ())","('float', 'Scalar', 'Scalar')","((257126400, 85708800, 921600, 1280, 1), (), ())","('', '0', '1')",1,1121.0400390625,1121.0400390625,,1121.0400390625,1121.0400390625,1121.0400390625,923262,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1121.04), 'mean_duration_us': np.float64(1121.04), 'median_duration_us': np.float64(1121.04), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1121.04), 'max_duration_us': np.float64(1121.04)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(a...', 'stream': 7, 'mean_duration_us': np.float64(1121.04)}]",0.0002002963718373519,99.98784993601211
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 3, 93, 720, 1280), (), ())","('float', 'double', 'Scalar')","((257126400, 85708800, 921600, 1280, 1), (), ())","('', '', '1')",1,1118.80078125,1118.80078125,,1118.80078125,1118.80078125,1118.80078125,923261,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1118.801), 'mean_duration_us': np.float64(1118.801), 'median_duration_us': np.float64(1118.801), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1118.801), 'max_duration_us': np.float64(1118.801)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(1118.8)}]",0.00019989628334824916,99.98804983229546
aten::div,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 3, 93, 720, 1280), ())","('float', 'long int')","((257126400, 85708800, 921600, 1280, 1), ())","('', '')",1,1118.1279296875,1118.1279296875,,1118.1279296875,1118.1279296875,1118.1279296875,923260,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1118.128), 'mean_duration_us': np.float64(1118.128), 'median_duration_us': np.float64(1118.128), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1118.128), 'max_duration_us': np.float64(1118.128)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BU...', 'stream': 7, 'mean_duration_us': np.float64(1118.13)}]",0.0001997760648707124,99.98824960836033
aten::clamp,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 3, 93, 720, 1280), (), ())","('float', 'Scalar', 'Scalar')","((257126400, 85708800, 921600, 1280, 1), (), ())","('', '-1.', '1.')",1,1117.8076171875,1117.8076171875,,1117.8076171875,1117.8076171875,1117.8076171875,923258,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 7, 'count': 1, 'total_duration_us': np.float64(1117.808), 'mean_duration_us': np.float64(1117.808), 'median_duration_us': np.float64(1117.808), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(1117.808), 'max_duration_us': np.float64(1117.808)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::(a...', 'stream': 7, 'mean_duration_us': np.float64(1117.81)}]",0.00019971883459403309,99.98844932719493
aten::mul,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 1, 360, 640), (192, 1, 1, 1))","('float', 'float')","((44236800, 230400, 230400, 640, 1), (1, 1, 1, 1))","('', '')",5,218.301171875,218.755859375,1.916333728013678,216.2919921875,220.451171875,1091.505859375,880259,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 5, 'total_duration_us': np.float64(1091.506), 'mean_duration_us': np.float64(218.30120000000002), 'median_duration_us': np.float64(218.756), 'std_dev_duration_us': np.float64(1.714104944278496), 'min_duration_us': np.float64(216.292), 'max_duration_us': np.float64(220.451)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(218.3)}]",0.00019501949605194667,99.98864434669098
