name,param: B,param: N_Q,param: H_Q,param: N_KV,param: H_KV,param: d_h_qk,param: d_h_v,param: dropout,param: causal,param: flash_impl,GFLOPS_first,Data Moved (MB)_first,FLOPS/Byte_first,TB/s_mean,TB/s_median,TB/s_std,TB/s_min,TB/s_max,TFLOPS/s_mean,TFLOPS/s_median,TFLOPS/s_std,TFLOPS/s_min,TFLOPS/s_max,process_name_first,process_label_first,thread_name_first,Compute Spec,kernel_details__summarize_kernel_stats,trunc_kernel_details,Input Dims_first,Input type_first,Input Strides_first,Concrete Inputs_first,Kernel Time (µs)_mean,Kernel Time (µs)_median,Kernel Time (µs)_std,Kernel Time (µs)_min,Kernel Time (µs)_max,Kernel Time (µs)_sum,name_count,UID_first
aten::_scaled_dot_product_efficient_attention,1,14400,1,14400,1,384,384,0.0,False,False,318.50496,42.1875,7200.0,0.0038904465093447683,0.0038861101496855304,0.00016553352258909414,0.0035714970797894436,0.004179948200126012,28.01121486728233,27.979993077735813,1.1918413626414777,25.71477897448399,30.095627040907285,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),,"[{'name': 'fmha_cutlassF_f32_aligned_32x128_gmem_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 32, 128, 65536, true, true>::Params)', 'stream': 7, 'count': 24, 'total_duration_us': np.float64(273375.63800000004), 'mean_duration_us': np.float64(11390.651583333334), 'median_duration_us': np.float64(11383.348), 'std_dev_duration_us': np.float64(481.33437375279266), 'min_duration_us': np.float64(10583.098), 'max_duration_us': np.float64(12386.066)}]","[{'name': 'fmha_cutlassF_f32_aligned_32x128_gmem_sm80(PyTorchMemEffAttentio...', 'stream': 7, 'mean_duration_us': np.float64(11390.65)}]","[[1, 1, 14400, 384], [1, 1, 14400, 384], [1, 1, 14400, 384], [], [], [], [], []]","['float', 'float', 'float', '', 'Scalar', 'Scalar', 'Scalar', '']","[[16588800, 16588800, 1152, 1], [16588800, 16588800, 1152, 1], [16588800, 16588800, 1152, 1], [], [], [], [], []]","['', '', '', '', 'False', '0.', 'False', '']",11390.651611328125,11383.34814453125,491.6869023328738,10583.09765625,12386.06640625,273375.638671875,24,879522
