name,param: shape_in1,param: shape_in2,param: dtype_in1_in2_out,param: stride_input1,param: stride_input2,param: stride_output,GFLOPS_first,Data Moved (MB)_first,FLOPS/Byte_first,TB/s_mean,TB/s_median,TB/s_std,TB/s_min,TB/s_max,TFLOPS/s_mean,TFLOPS/s_median,TFLOPS/s_std,TFLOPS/s_min,TFLOPS/s_max,process_name_first,process_label_first,thread_name_first,Compute Spec,kernel_details__summarize_kernel_stats,trunc_kernel_details,Input Dims_first,Input type_first,Input Strides_first,Concrete Inputs_first,Kernel Time (µs)_mean,Kernel Time (µs)_median,Kernel Time (µs)_std,Kernel Time (µs)_min,Kernel Time (µs)_max,Kernel Time (µs)_sum,name_count,UID_first
aten::add_,"(1, 768, 2, 180, 320)","(1, 768, 1, 1, 1)","('float', 'float', None)","(88473600, 115200, 57600, 320, 1)","(768, 1, 1, 1, 1)",,0.0884736,675.0029296875,0.12499945746763252,1.6431590368692846,1.639474477307275,0.014329764658297101,1.621567106214846,1.6676611496521003,0.20539398814169815,0.20493342019543975,0.0017912128079259953,0.2026950085242146,0.20845673894636088,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(9907.983), 'mean_duration_us': np.float64(430.7818695652174), 'median_duration_us': np.float64(431.719), 'std_dev_duration_us': np.float64(3.6639124052604646), 'min_duration_us': np.float64(424.422), 'max_duration_us': np.float64(436.486)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(430.78)}]","[[1, 768, 2, 180, 320], [1, 768, 1, 1, 1], []]","['float', 'float', 'Scalar']","[[88473600, 115200, 57600, 320, 1], [768, 1, 1, 1, 1], []]","['', '', '1']",430.78192934782606,431.71875,3.7463006405037103,424.421875,436.486328125,9907.984375,23,881965
aten::mul,"(1, 384, 1, 90, 160)","(384, 1, 1, 1)","('float', 'float', None)","(5529600, 14400, 14400, 160, 1)","(1, 1, 1, 1)",,0.0055296,42.18896484375,0.12499565987292108,1.7074173004354802,1.700452554954955,0.05309065359053833,1.5567564543111447,1.8334907541992147,0.21341975214637443,0.2125491891891892,0.00663610127863401,0.19458780026805048,0.2291783866920306,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 240, 'total_duration_us': np.float64(6224.264), 'mean_duration_us': np.float64(25.934433333333335), 'median_duration_us': np.float64(26.016), 'std_dev_duration_us': np.float64(0.803719340870237), 'min_duration_us': np.float64(24.128), 'max_duration_us': np.float64(28.417)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(25.93)}]","[[1, 384, 1, 90, 160], [384, 1, 1, 1]]","['float', 'float']","[[5529600, 14400, 14400, 160, 1], [1, 1, 1, 1]]","['', '']",25.934423828125,26.015625,0.8053914495749518,24.1279296875,28.4169921875,6224.26171875,240,879402
aten::div,"(1, 384, 1, 90, 160)","(1, 384, 1, 90, 160)","('float', 'float', None)","(5529600, 14400, 14400, 160, 1)","(14400, 0, 14400, 160, 1)",,0.0055296,63.28125,0.08333333333333333,2.745162824794187,2.753818789008673,0.12062092592103227,2.5012046234263416,3.0095993621827524,0.22876356873284895,0.2294848990840561,0.010051743826752684,0.20843371861886184,0.2507999468485627,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 240, 'total_duration_us': np.float64(5812.48), 'mean_duration_us': np.float64(24.218666666666664), 'median_duration_us': np.float64(24.096), 'std_dev_duration_us': np.float64(1.0733700032555824), 'min_duration_us': np.float64(22.048), 'max_duration_us': np.float64(26.529)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(24.22)}]","[[1, 384, 1, 90, 160], [1, 384, 1, 90, 160]]","['float', 'float']","[[5529600, 14400, 14400, 160, 1], [14400, 0, 14400, 160, 1]]","['', '']",24.218693033854166,24.095703125,1.0755922233567816,22.0478515625,26.529296875,5812.486328125,240,879400
aten::add_,"(1, 384, 1, 90, 160)","(1, 384, 1, 1, 1)","('float', 'float', None)","(5529600, 14400, 14400, 160, 1)","(384, 1, 1, 1, 1)",,0.0055296,42.18896484375,0.12499565987292108,2.041548708628995,2.048019841636667,0.17851509252324704,1.632199180802767,2.4424465446702968,0.2551847279977911,0.25599359153821055,0.022313611787218815,0.20401781364848312,0.3052952175553998,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 264, 'total_duration_us': np.float64(5765.530000000001), 'mean_duration_us': np.float64(21.839128787878792), 'median_duration_us': np.float64(21.6005), 'std_dev_duration_us': np.float64(1.9587636344995598), 'min_duration_us': np.float64(18.112), 'max_duration_us': np.float64(27.104)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(21.84)}]","[[1, 384, 1, 90, 160], [1, 384, 1, 1, 1], []]","['float', 'float', 'Scalar']","[[5529600, 14400, 14400, 160, 1], [384, 1, 1, 1, 1], []]","['', '', '1']",21.839122425426137,21.6005859375,1.9624703540286337,18.1123046875,27.103515625,5765.5283203125,264,879394
aten::add_,"(1, 64, 512, 512)","(1, 64, 512, 512)","('float', 'float', None)","(16777216, 262144, 512, 1)","(16777216, 262144, 512, 1)",,0.016777216,192.0,0.08333333333333333,1.8445424818188452,1.8449832665831394,0.003964935762116618,1.8337092531865122,1.8536760017263705,0.15371187348490378,0.15374860554859493,0.0003304113135097148,0.15280910443220935,0.1544730001438642,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(5239.086), 'mean_duration_us': np.float64(109.147625), 'median_duration_us': np.float64(109.121), 'std_dev_duration_us': np.float64(0.2324347242596661), 'min_duration_us': np.float64(108.609), 'max_duration_us': np.float64(109.792)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(109.15)}]","[[1, 64, 512, 512], [1, 64, 512, 512], []]","['float', 'float', 'Scalar']","[[16777216, 262144, 512, 1], [16777216, 262144, 512, 1], []]","['', '', '1']",109.14766438802083,109.12109375,0.23484825529096706,108.609375,109.7919921875,5239.087890625,48,7413
aten::mul,"(1, 384, 1, 90, 160)",(),"('float', 'double', None)","(5529600, 14400, 14400, 160, 1)",(),,0.0055296,42.18750762939453,0.12499997739439066,2.6849202782311155,2.6841959819862526,0.07151563008056774,2.459602073736222,2.862102191950464,0.33561497408463054,0.33552443707039586,0.008939452143416567,0.30745020361622416,0.35776270929424403,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 7, 'count': 240, 'total_duration_us': np.float64(3957.057), 'mean_duration_us': np.float64(16.487737499999998), 'median_duration_us': np.float64(16.48), 'std_dev_duration_us': np.float64(0.4412870780573761), 'min_duration_us': np.float64(15.456), 'max_duration_us': np.float64(17.985)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 7, 'mean_duration_us': np.float64(16.49)}]","[[1, 384, 1, 90, 160], []]","['float', 'double']","[[5529600, 14400, 14400, 160, 1], []]","['', '']",16.487744140625,16.48046875,0.44219269612892,15.4560546875,17.9853515625,3957.05859375,240,879401
aten::add,"(1, 384, 1, 90, 160)",(),"('float', 'double', None)","(5529600, 14400, 14400, 160, 1)",(),,0.0055296,42.18750762939453,0.12499997739439066,2.8512182232702745,2.844489255384615,0.07394060049695055,2.6583621708920186,3.0857282964577655,0.3564022134552591,0.355561092621664,0.009242573390646503,0.33229521126760564,0.38571596730245233,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)', 'stream': 7, 'count': 240, 'total_duration_us': np.float64(3726.102), 'mean_duration_us': np.float64(15.525425), 'median_duration_us': np.float64(15.552), 'std_dev_duration_us': np.float64(0.39984616130248557), 'min_duration_us': np.float64(14.336), 'max_duration_us': np.float64(16.641)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(15.53)}]","[[1, 384, 1, 90, 160], [], []]","['float', 'double', 'Scalar']","[[5529600, 14400, 14400, 160, 1], [], []]","['', '', '1']",15.525394694010417,15.5517578125,0.4006674777641976,14.3359375,16.640625,3726.0947265625,240,879403
aten::add,"(1, 384, 1, 90, 160)","(1, 384, 1, 90, 160)","('float', 'float', None)","(5529600, 14400, 14400, 160, 1)","(5529600, 14400, 14400, 160, 1)",,0.0055296,63.28125,0.08333333333333333,2.2860660661693553,2.288726919967664,0.032955661597357765,2.2035194188610716,2.3563505617977527,0.19050550551411297,0.19072724333063867,0.002746305133113151,0.18362661823842263,0.1963625468164794,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 120, 'total_duration_us': np.float64(3483.826), 'mean_duration_us': np.float64(29.031883333333333), 'median_duration_us': np.float64(28.992), 'std_dev_duration_us': np.float64(0.41806618661270456), 'min_duration_us': np.float64(28.16), 'max_duration_us': np.float64(30.113)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(29.03)}]","[[1, 384, 1, 90, 160], [1, 384, 1, 90, 160], []]","['float', 'float', 'Scalar']","[[5529600, 14400, 14400, 160, 1], [5529600, 14400, 14400, 160, 1], []]","['', '', '1']",29.03193359375,28.9921875,0.41983013642724304,28.16015625,30.11328125,3483.83203125,120,879480
aten::mul,"(1, 512, 10240)","(1, 512, 10240)","('float', 'float', None)","(5242880, 10240, 1)","(5242880, 10240, 1)",,0.00524288,60.0,0.08333333333333333,2.2369858659275272,2.23687053646748,0.0851491143475268,2.1072354508880387,2.363074842827275,0.18641548882729395,0.1864058780389567,0.007095759528960567,0.1756029542406699,0.19692290356893963,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)', 'stream': 7, 'count': 96, 'total_duration_us': np.float64(2703.8639999999996), 'mean_duration_us': np.float64(28.165249999999997), 'median_duration_us': np.float64(28.128), 'std_dev_duration_us': np.float64(1.0698106043439033), 'min_duration_us': np.float64(26.624), 'max_duration_us': np.float64(29.856)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Bi...', 'stream': 7, 'mean_duration_us': np.float64(28.17)}]","[[1, 512, 10240], [1, 512, 10240]]","['float', 'float']","[[5242880, 10240, 1], [5242880, 10240, 1]]","['', '']",28.165201822916668,28.1279296875,1.075433203180737,26.6240234375,29.8564453125,2703.859375,96,7523
aten::mul,"(1, 192, 2, 180, 320)","(192, 1, 1, 1)","('float', 'float', None)","(22118400, 57600, 11059200, 320, 1)","(1, 1, 1, 1)",,0.0221184,168.750732421875,0.12499945746763252,1.5214452208153542,1.5170227914367762,0.019996390354977897,1.489243104093894,1.5563080345627265,0.19017982716864165,0.1896270258956305,0.0024995379456832314,0.18615458004914975,0.1945376599728583,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(2675.399), 'mean_duration_us': np.float64(116.32169565217391), 'median_duration_us': np.float64(116.642), 'std_dev_duration_us': np.float64(1.4904972743228024), 'min_duration_us': np.float64(113.697), 'max_duration_us': np.float64(118.817)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(116.32)}]","[[1, 192, 2, 180, 320], [192, 1, 1, 1]]","['float', 'float']","[[22118400, 57600, 11059200, 320, 1], [1, 1, 1, 1]]","['', '']",116.3217136548913,116.6416015625,1.523998630601541,113.697265625,118.8173828125,2675.3994140625,23,881647
aten::div,"(1, 192, 2, 180, 320)","(1, 192, 2, 180, 320)","('float', 'float', None)","(22118400, 57600, 11059200, 320, 1)","(115200, 0, 57600, 320, 1)",,0.0221184,253.125,0.08333333333333333,2.3352764126396925,2.3285318894467193,0.07074537083626856,2.221276084931104,2.478871420884142,0.1946063677199744,0.19404432412055997,0.005895447569689048,0.18510634041092533,0.20657261840701185,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(2616.3869999999997), 'mean_duration_us': np.float64(113.75595652173912), 'median_duration_us': np.float64(113.986), 'std_dev_duration_us': np.float64(3.340085516716482), 'min_duration_us': np.float64(107.073), 'max_duration_us': np.float64(119.49)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(113.76)}]","[[1, 192, 2, 180, 320], [1, 192, 2, 180, 320]]","['float', 'float']","[[22118400, 57600, 11059200, 320, 1], [115200, 0, 57600, 320, 1]]","['', '']",113.75602921195652,113.986328125,3.415185918838198,107.0732421875,119.490234375,2616.388671875,23,881645
aten::div,"(1, 96, 1, 720, 1280)","(1, 96, 1, 720, 1280)","('float', 'float', None)","(88473600, 921600, 921600, 1280, 1)","(921600, 0, 921600, 1280, 1)",,0.0884736,1012.5,0.08333333333333333,2.4403053073591376,2.4385052393780895,0.010131518038938891,2.42895449311304,2.452837026625183,0.20335877561326146,0.20320876994817413,0.0008442931699115795,0.2024128744260867,0.2044030855520986,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2610.4069999999997), 'mean_duration_us': np.float64(435.0678333333333), 'median_duration_us': np.float64(435.38250000000005), 'std_dev_duration_us': np.float64(1.6472663634707783), 'min_duration_us': np.float64(432.839), 'max_duration_us': np.float64(437.095)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(435.07)}]","[[1, 96, 1, 720, 1280], [1, 96, 1, 720, 1280]]","['float', 'float']","[[88473600, 921600, 921600, 1280, 1], [921600, 0, 921600, 1280, 1]]","['', '']",435.06787109375,435.3828125,1.804460968728558,432.8388671875,437.0947265625,2610.4072265625,6,880534
aten::add_,"(2, 192, 180, 320)","(1, 192, 1, 1)","('float', 'float', None)","(11059200, 57600, 320, 1)","(192, 1, 1, 1)",,0.0221184,168.750732421875,0.12499945746763252,1.5683831621129452,1.5691114970383457,0.022749757899075716,1.5266602006285441,1.608832135245283,0.1960470443654881,0.19613808583601788,0.00284370739490445,0.19083169681599502,0.20110314406215318,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(2595.4249999999997), 'mean_duration_us': np.float64(112.84456521739129), 'median_duration_us': np.float64(112.77), 'std_dev_duration_us': np.float64(1.6002435365223229), 'min_duration_us': np.float64(109.985), 'max_duration_us': np.float64(115.905)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(112.84)}]","[[2, 192, 180, 320], [1, 192, 1, 1], []]","['float', 'float', 'Scalar']","[[11059200, 57600, 320, 1], [192, 1, 1, 1], []]","['', '', '1']",112.84459918478261,112.76953125,1.6362289733284867,109.9853515625,115.9052734375,2595.42578125,23,881619
aten::mul,"(1, 96, 1, 720, 1280)","(96, 1, 1, 1)","('float', 'float', None)","(88473600, 921600, 921600, 1280, 1)","(1, 1, 1, 1)",,0.0884736,675.0003662109375,0.12499993218319652,1.6435773778647091,1.6453237030985735,0.007198468646278122,1.6300473971144873,1.6509706706514806,0.2054470607709246,0.20566535130672747,0.0008998080926076407,0.20375581409470692,0.20637122186788157,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2583.878), 'mean_duration_us': np.float64(430.64633333333336), 'median_duration_us': np.float64(430.1825), 'std_dev_duration_us': np.float64(1.7299804109359742), 'min_duration_us': np.float64(428.711), 'max_duration_us': np.float64(434.214)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(430.65)}]","[[1, 96, 1, 720, 1280], [96, 1, 1, 1]]","['float', 'float']","[[88473600, 921600, 921600, 1280, 1], [1, 1, 1, 1]]","['', '']",430.6463216145833,430.1826171875,1.8950942922063136,428.7109375,434.2138671875,2583.8779296875,6,880536
aten::add_,"(1, 96, 1, 720, 1280)","(1, 96, 1, 1, 1)","('float', 'float', None)","(88473600, 921600, 921600, 1280, 1)","(96, 1, 1, 1, 1)",,0.0884736,675.0003662109375,0.12499993218319652,1.6557545572947892,1.652083837351565,0.009259523009957643,1.6458157806778315,1.6677814518000347,0.20696920737386723,0.20651036762990066,0.0011574397482934512,0.20572686097076356,0.20847256837139735,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2564.9), 'mean_duration_us': np.float64(427.48333333333335), 'median_duration_us': np.float64(428.422), 'std_dev_duration_us': np.float64(2.176993237370189), 'min_duration_us': np.float64(424.39), 'max_duration_us': np.float64(430.054)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(427.48)}]","[[1, 96, 1, 720, 1280], [1, 96, 1, 1, 1], []]","['float', 'float', 'Scalar']","[[88473600, 921600, 921600, 1280, 1], [96, 1, 1, 1, 1], []]","['', '', '1']",427.4833984375,428.42236328125,2.384728113827634,424.3896484375,430.0537109375,2564.900390625,6,880528
aten::add,"(1, 96, 1, 720, 1280)",(),"('float', 'double', None)","(88473600, 921600, 921600, 1280, 1)",(),,0.0884736,675.0000076293945,0.12499999858714918,1.832664209746383,1.8324862998919043,0.002484017189459322,1.8288516541517685,1.8362838820462277,0.22908302362901675,0.2290607848974583,0.0003105021451728725,0.2286064541850765,0.2295354826613833,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2317.249), 'mean_duration_us': np.float64(386.2081666666666), 'median_duration_us': np.float64(386.245), 'std_dev_duration_us': np.float64(0.4780611594997137), 'min_duration_us': np.float64(385.446), 'max_duration_us': np.float64(387.013)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(386.21)}]","[[1, 96, 1, 720, 1280], [], []]","['float', 'double', 'Scalar']","[[88473600, 921600, 921600, 1280, 1], [], []]","['', '', '1']",386.2081705729167,386.2451171875,0.5235334773345908,385.4462890625,387.0126953125,2317.2490234375,6,880537
aten::mul,"(1, 96, 1, 720, 1280)",(),"('float', 'double', None)","(88473600, 921600, 921600, 1280, 1)",(),,0.0884736,675.0000076293945,0.12499999858714918,1.8425672739057235,1.8427876417266338,0.0036684979581511697,1.8361396693216594,1.8473342731536233,0.23032090663494276,0.23034845261224518,0.00045856223958586133,0.22951745607101598,0.23091678153419518,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),vector_fp32,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 7, 'count': 6, 'total_duration_us': np.float64(2304.7999999999997), 'mean_duration_us': np.float64(384.13333333333327), 'median_duration_us': np.float64(384.086), 'std_dev_duration_us': np.float64(0.6991119764068818), 'min_duration_us': np.float64(383.141), 'max_duration_us': np.float64(385.477)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 7, 'mean_duration_us': np.float64(384.13)}]","[[1, 96, 1, 720, 1280], []]","['float', 'double']","[[88473600, 921600, 921600, 1280, 1], []]","['', '']",384.1331380208333,384.0859375,0.7657452339690761,383.140625,385.4765625,2304.798828125,6,880535
