name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,ex_UID,operation_count,total_duration_us,mean_duration_us,std_duration_us,GFLOPS,Data Moved (MB),FLOPS/Byte,Compute Spec,TB/s_mean,TB/s_std,TFLOPS/s_mean,TFLOPS/s_std,Kernel Time (µs)_mean,Kernel Time (µs)_std,Kernel Time (µs)_sum,duration_us_median,duration_us_min,duration_us_max,TB/s_median,TB/s_min,TB/s_max,TFLOPS/s_median,TFLOPS/s_min,TFLOPS/s_max,Kernel Time (µs)_median,Kernel Time (µs)_min,Kernel Time (µs)_max,kernel_details_summary,trunc_kernel_details,perf_params,has_perf_model,Percentage (%),Cumulative Percentage (%)
aten::convolution,CONV_fwd,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 6, 722, 1282), (3, 96, 3, 3, 3), (3,), (), (), (), (), (), ())","('float', 'float', 'float', 'ScalarList', 'ScalarList', 'ScalarList', 'Scalar', 'ScalarList', 'Scalar')","((533147904, 5553624, 925604, 1282, 1), (2592, 27, 9, 3, 1), (1,), (), (), (), (), (), ())","('', '', '', '[1, 1, 1]', '[0, 0, 0]', '[1, 1, 1]', 'False', '[0, 0, 0]', '1')",882698,23,26107.894,1135.1258260869565,239.66500611794342,57.3308928,2076.0150146484375,26.336514723742944,matrix_fp32,0.24157074636987455,0.005940989114965677,6.362131518595773,0.1564649472998902,9016.528702445652,223.54176593885188,207380.16015625,1176.442,58.641,1321.423,0.24179669530451453,0.2310497188176487,0.24967477694465887,6.368082226039734,6.085044321557673,6.575563439150244,9002.8505859375,8718.7802734375,9421.6064453125,"[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(60276.48), 'mean_duration_us': np.float64(2620.7165217391307), 'median_duration_us': np.float64(2619.941), 'std_dev_duration_us': np.float64(6.831243797050744), 'min_duration_us': np.float64(2611.845), 'max_duration_us': np.float64(2634.95)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(78.976), 'mean_duration_us': np.float64(3.4337391304347826), 'median_duration_us': np.float64(3.456), 'std_dev_duration_us': np.float64(0.13520940840408627), 'min_duration_us': np.float64(3.232), 'max_duration_us': np.float64(3.84)}, {'name': 'sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_stage1_warpsize4x1x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(140586.719), 'mean_duration_us': np.float64(6112.466043478262), 'median_duration_us': np.float64(6105.848), 'std_dev_duration_us': np.float64(204.81169705970495), 'min_duration_us': np.float64(5837.908), 'max_duration_us': np.float64(6488.285)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(5291.435), 'mean_duration_us': np.float64(230.06239130434784), 'median_duration_us': np.float64(228.291), 'std_dev_duration_us': np.float64(7.867428764762988), 'min_duration_us': np.float64(217.155), 'max_duration_us': np.float64(247.427)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})', 'stream': 7, 'count': 23, 'total_duration_us': np.float64(1146.545), 'mean_duration_us': np.float64(49.849782608695655), 'median_duration_us': np.float64(49.697), 'std_dev_duration_us': np.float64(0.5854499537904112), 'min_duration_us': np.float64(48.64), 'max_duration_us': np.float64(51.265)}]","[{'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(2620.72)}, {'name': 'void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(3.43)}, {'name': 'sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f3...', 'stream': 7, 'mean_duration_us': np.float64(6112.47)}, {'name': 'void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, ...', 'stream': 7, 'mean_duration_us': np.float64(230.06)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(49.85)}]","{'convNd': 'conv3d', 'input_shape': (1, 96, 6, 722, 1282), 'filter_shape': (3, 96, 3, 3, 3), 'dtype_input_weight': ('float', 'float'), 'input_stride': (533147904, 5553624, 925604, 1282, 1), 'weight_stride': (2592, 27, 9, 3, 1), 'bias': False, 'stride': (1, 1, 1), 'padding': (0, 0, 0), 'dilation': (1, 1, 1), 'transposed_conv': False, 'output_padding': (0, 0, 0), 'groups': 1}",True,0.03705573689015211,99.2059332751474
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((16777216,), (16777216,), ())","('float', 'float', 'Scalar')","((1,), (1,), ())","('', '', 'True')",449,48,436.207,9.087645833333333,2.300308013506788,0.016777216,128.0,0.125,vector_fp32,0.038784381473875654,0.02036728900567953,0.004848047684234457,0.0025459111257099412,3935.1966959635415,1005.2067935373811,188889.44140625,8.431000000000001,6.544,16.58,0.03219543811045504,0.027546370806557224,0.11032308395824002,0.00402442976380688,0.003443296350819653,0.013790385494780002,4168.85498046875,1216.587890625,4872.4287109375,"[{'name': 'Memcpy HtoD (Pinned -> Device)', 'stream': 7, 'count': 48, 'total_duration_us': np.float64(188889.441), 'mean_duration_us': np.float64(3935.1966875), 'median_duration_us': np.float64(4168.855), 'std_dev_duration_us': np.float64(994.6808379288294), 'min_duration_us': np.float64(1216.588), 'max_duration_us': np.float64(4872.429)}]","[{'name': 'Memcpy HtoD (Pinned -> Device)', 'stream': 7, 'mean_duration_us': np.float64(3935.2)}]","{'op_shape': (16777216,), 'dtype_in_out': ('float', 'float'), 'stride_input': (1,), 'stride_output': (1,)}",True,0.033751721653624424,99.23968499680103
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 6, 360, 640), (1, 192, 6, 360, 640), ())","('float', 'float', 'Scalar')","((267729408, 1394424, 232404, 642, 1), (265420800, 1382400, 230400, 640, 1), ())","('', '', 'False')",883928,132,1233.534,9.344954545454547,4.560644625762707,0.2654208,2025.0,0.125,vector_fp32,1.5668363945475163,0.012246563098816637,0.19585454931843954,0.0015308203873520797,1355.2756273674242,10.59619361420652,178896.3828125,6.6055,6.039,19.002,1.5671397002919978,1.5396486203666135,1.592527521604651,0.19589246253649972,0.1924560775458267,0.19906594020058138,1354.93115234375,1333.3310546875,1379.1240234375,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 132, 'total_duration_us': np.float64(178896.38299999997), 'mean_duration_us': np.float64(1355.2756287878785), 'median_duration_us': np.float64(1354.9315000000001), 'std_dev_duration_us': np.float64(10.555965569866245), 'min_duration_us': np.float64(1333.331), 'max_duration_us': np.float64(1379.124)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(1355.28)}]","{'op_shape': (1, 192, 6, 360, 640), 'dtype_in_out': ('float', 'float'), 'stride_input': (267729408, 1394424, 232404, 642, 1), 'stride_output': (265420800, 1382400, 230400, 640, 1)}",True,0.03196611135368603,99.27165110815471
aten::fill_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 6, 722, 1282), ())","('float', 'Scalar')","((533147904, 5553624, 925604, 1282, 1), ())","('', '0.')",882368,161,16773.412,104.18268322981366,247.730310184241,,,,,,,,,1047.5433872767858,1.8584110124132516,168654.4853515625,7.872,5.86,808.848,,,,,,,1047.7265625,1044.5908203125,1055.375,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 7, 'count': 161, 'total_duration_us': np.float64(168654.47999999998), 'mean_duration_us': np.float64(1047.543354037267), 'median_duration_us': np.float64(1047.727), 'std_dev_duration_us': np.float64(1.8526173977601783), 'min_duration_us': np.float64(1044.591), 'max_duration_us': np.float64(1055.375)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 7, 'mean_duration_us': np.float64(1047.54)}]",,False,0.030136037265198166,99.30178714541991
aten::cat,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"(((1, 192, 2, 360, 640), (1, 192, 4, 360, 640)), ())","('TensorList', 'Scalar')","(((88473600, 460800, 230400, 640, 1), (176947200, 921600, 230400, 640, 1)), ())","('', '2')",883954,110,33078.304,300.7118545454545,347.7663500951356,,,,,,,,,1308.7789328835227,8.612972919854435,143965.6826171875,30.789,25.62,789.637,,,,,,,1308.67431640625,1290.41796875,1329.0107421875,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 110, 'total_duration_us': np.float64(48357.01400000001), 'mean_duration_us': np.float64(439.6092181818183), 'median_duration_us': np.float64(439.7185), 'std_dev_duration_us': np.float64(3.0705667803186896), 'min_duration_us': np.float64(433.062), 'max_duration_us': np.float64(447.27)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 110, 'total_duration_us': np.float64(95608.66800000002), 'mean_duration_us': np.float64(869.1697090909092), 'median_duration_us': np.float64(869.1), 'std_dev_duration_us': np.float64(5.656127903506645), 'min_duration_us': np.float64(856.812), 'max_duration_us': np.float64(882.764)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(439.61)}, {'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(869.17)}]",,False,0.02572451700420228,99.32751166242412
sgl_kernel::rmsnorm,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((512, 5120), (512, 5120), (5120,), (), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar')","((5120, 1), (5120, 1), (1,), (), ())","('', '', '', '9.9999999999999995e-07', 'True')",48374,2160,20421.326,9.454317592592593,1.9488209036166149,,,,,,,,,63.48384105541088,54.39388748040873,137125.0966796875,9.253,8.415,89.59,,,,,,,49.2802734375,6.080078125,174.7216796875,"[{'name': 'void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(137125.099), 'mean_duration_us': np.float64(63.48384212962962), 'median_duration_us': np.float64(49.28), 'std_dev_duration_us': np.float64(54.38129456475363), 'min_duration_us': np.float64(6.08), 'max_duration_us': np.float64(174.722)}]","[{'name': 'void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfl...', 'stream': 7, 'mean_duration_us': np.float64(63.48)}]",,False,0.02450220647804834,99.35201386890216
triton_poi_fused_addmm_all_to_all_single_clone_permute_view_3,triton,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((512, 5120), (5120,), (2621440,), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar')","((5120, 1), (1,), (1,), ())","('', '', '', '2621440')",48383,2160,44710.443,20.699279166666667,12.687174850392015,,,,,,,,,57.068810583043984,24.80622757771409,123268.630859375,19.725,15.011,586.688,,,,,,,63.28076171875,3.7763671875,176.1298828125,"[{'name': 'triton_poi_fused_addmm_all_to_all_single_clone_permute_view_3', 'stream': 7, 'count': 2160, 'total_duration_us': np.float64(123268.651), 'mean_duration_us': np.float64(57.06881990740741), 'median_duration_us': np.float64(63.281), 'std_dev_duration_us': np.float64(24.80049178511931), 'min_duration_us': np.float64(3.776), 'max_duration_us': np.float64(176.13)}]","[{'name': 'triton_poi_fused_addmm_all_to_all_single_clone_permute_view_3', 'stream': 7, 'mean_duration_us': np.float64(57.07)}]",,False,0.02202626301615681,99.37404013191832
aten::copy_,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 2, 720, 1280), (1, 96, 2, 720, 1280), ())","('float', 'float', 'Scalar')","((176947200, 1843200, 921600, 1280, 1), (353894400, 3686400, 921600, 1280, 1), ())","('', '', 'False')",882408,138,2581.707,18.708021739130434,19.554515669597052,0.1769472,1350.0,0.125,vector_fp32,1.6528715322817948,0.005631068781066541,0.20660894153522436,0.0007038835976333176,856.4452346580616,2.9242752124920766,118189.4423828125,7.7835,6.955,64.689,1.6542764442402598,1.6360755247501957,1.6642649392757174,0.20678455553003247,0.20450944059377446,0.20803311740946467,855.7080078125,850.572265625,865.2275390625,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(118189.44200000001), 'mean_duration_us': np.float64(856.445231884058), 'median_duration_us': np.float64(855.7080000000001), 'std_dev_duration_us': np.float64(2.9136777603498487), 'min_duration_us': np.float64(850.572), 'max_duration_us': np.float64(865.228)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(856.45)}]","{'op_shape': (1, 96, 2, 720, 1280), 'dtype_in_out': ('float', 'float'), 'stride_input': (176947200, 1843200, 921600, 1280, 1), 'stride_output': (353894400, 3686400, 921600, 1280, 1)}",True,0.02111868790549442,99.39515881982382
aten::mm,GEMM,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((512, 4096), (4096, 10240))","('float', 'float')","((4096, 1), (1, 4096))","('', '')",7512,96,4997.191,52.05407291666666,27.742256549680874,42.94967296,188.0,217.87234042553192,matrix_fp32,0.16672745230512054,0.0006448642246121917,36.32530024690286,0.14049807787295251,1182.3800048828125,4.5724498972626115,113508.48046875,61.7295,29.744,261.422,0.16675674882210823,0.16524040561378808,0.16796620340320018,36.331683147625284,36.001313903940215,36.595189847846164,1182.15478515625,1173.642578125,1193.0029296875,"[{'name': 'Memset (Device)', 'stream': 7, 'count': 96, 'total_duration_us': np.float64(596.677), 'mean_duration_us': np.float64(6.215385416666667), 'median_duration_us': np.float64(6.5915), 'std_dev_duration_us': np.float64(3.045368554494512), 'min_duration_us': np.float64(0.928), 'max_duration_us': np.float64(9.728)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas', 'stream': 7, 'count': 96, 'total_duration_us': np.float64(112911.80500000001), 'mean_duration_us': np.float64(1176.1646354166667), 'median_duration_us': np.float64(1176.2835), 'std_dev_duration_us': np.float64(2.5731353852506422), 'min_duration_us': np.float64(1170.187), 'max_duration_us': np.float64(1183.275)}]","[{'name': 'Memset (Device)', 'stream': 7, 'mean_duration_us': np.float64(6.22)}, {'name': 'sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_w...', 'stream': 7, 'mean_duration_us': np.float64(1176.16)}]","{'M': 512, 'N': 10240, 'K': 4096, 'bias': False, 'stride_A': (4096, 1), 'stride_B': (1, 4096), 'dtype_A_B': ('float', 'float'), 'B': 1}",True,0.020282269933063344,99.41544108975688
aten::linalg_vector_norm,reduce,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (), (), (), ())","('float', 'Scalar', 'ScalarList', 'Scalar', '')","((353894400, 3686400, 921600, 1280, 1), (), (), (), ())","('', '2.', '[1]', 'True', '')",882392,138,3700.075,26.81213768115942,23.284486536281573,,,,,,,,,771.1259553328804,2.6393594014315207,106415.3818359375,14.1755,11.269,80.01,,,,,,,771.38720703125,765.642578125,775.8193359375,"[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float>, unsigned int, float, 4, 4>)', 'stream': 7, 'count': 138, 'total_duration_us': np.float64(106415.389), 'mean_duration_us': np.float64(771.1260072463767), 'median_duration_us': np.float64(771.387), 'std_dev_duration_us': np.float64(2.6297516731178834), 'min_duration_us': np.float64(765.643), 'max_duration_us': np.float64(775.819)}]","[{'name': 'void at::native::reduce_kernel<128, 4, at::native::ReduceOp<floa...', 'stream': 7, 'mean_duration_us': np.float64(771.13)}]",,False,0.019014839160151596,99.43445592891703
aten::add,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 96, 4, 720, 1280), (1, 96, 4, 720, 1280), ())","('float', 'float', 'Scalar')","((353894400, 3686400, 921600, 1280, 1), (353894400, 3686400, 921600, 1280, 1), ())","('', '', '1')",882548,46,771.0,16.76086956521739,7.997286958320292,0.3538944,4050.0,0.08333333333333333,vector_fp32,1.8846114916247267,0.0013523875476260901,0.15705095763539392,0.00011269896230217228,2253.374214504076,1.6172383928818759,103655.2138671875,10.786999999999999,8.6,26.903,1.8844751317869406,1.8808684546933754,1.8881218997865543,0.1570395943155784,0.15673903789111462,0.15734349164887954,2253.5361328125,2249.18359375,2257.857421875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 7, 'count': 46, 'total_duration_us': np.float64(103655.21200000001), 'mean_duration_us': np.float64(2253.3741739130437), 'median_duration_us': np.float64(2253.536), 'std_dev_duration_us': np.float64(1.5995076593636202), 'min_duration_us': np.float64(2249.184), 'max_duration_us': np.float64(2257.857)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 7, 'mean_duration_us': np.float64(2253.37)}]","{'shape_in1': (1, 96, 4, 720, 1280), 'shape_in2': (1, 96, 4, 720, 1280), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (353894400, 3686400, 921600, 1280, 1), 'stride_input2': (353894400, 3686400, 921600, 1280, 1), 'stride_output': None}",True,0.01852163837399364,99.45297756729103
aten::div,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 4, 360, 640), (1, 192, 4, 360, 640))","('float', 'float')","((176947200, 921600, 230400, 640, 1), (921600, 0, 230400, 640, 1))","('', '')",882062,115,6676.312,58.05488695652174,51.41698865071896,0.1769472,2025.0,0.08333333333333333,vector_fp32,2.3634868050265574,0.04533880312491864,0.19695723375221316,0.003778233593743228,898.7712805706522,19.375434455467513,103358.697265625,24.515,9.118,163.49,2.36599400168228,1.9786577306190793,2.4397637281699813,0.19716616680685667,0.16488814421825662,0.20331364401416513,897.4521484375,870.31640625,1073.134765625,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 115, 'total_duration_us': np.float64(103358.69499999999), 'mean_duration_us': np.float64(898.7712608695651), 'median_duration_us': np.float64(897.452), 'std_dev_duration_us': np.float64(19.291023353334666), 'min_duration_us': np.float64(870.316), 'max_duration_us': np.float64(1073.135)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(898.77)}]","{'shape_in1': (1, 192, 4, 360, 640), 'shape_in2': (1, 192, 4, 360, 640), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (176947200, 921600, 230400, 640, 1), 'stride_input2': (921600, 0, 230400, 640, 1), 'stride_output': None}",True,0.018468655286494894,99.47144622257753
aten::copy_,other,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((298598400,), (298598400,), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((1,), (1,), ())","('', '', 'False')",63205,143,1665.312,11.645538461538461,25.09422556571987,0.2985984,1139.0625,0.25,vector_bf16,1.6833694898998324,0.0033651501379534316,0.4208423724749581,0.0008412875344883579,709.5283066542833,1.4076381606875743,101462.5478515625,7.831,6.925,298.724,1.6832516241974664,1.6784837098874796,1.7107970088375253,0.4208129060493666,0.4196209274718699,0.4276992522093813,709.5751953125,698.150390625,711.5908203125,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'count': 143, 'total_duration_us': np.float64(101462.54800000001), 'mean_duration_us': np.float64(709.5283076923077), 'median_duration_us': np.float64(709.575), 'std_dev_duration_us': np.float64(1.4027306897059482), 'min_duration_us': np.float64(698.15), 'max_duration_us': np.float64(711.591)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 7, 'mean_duration_us': np.float64(709.53)}]","{'op_shape': (298598400,), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (1,), 'stride_output': (1,)}",True,0.018129841709829817,99.48957606428736
aten::mul,elementwise,sgl_diffusion::scheduler_TP0,CPU,thread 1814229 (sgl_diffusion::),"((1, 192, 4, 360, 640), (192, 1, 1, 1))","('float', 'float')","((176947200, 921600, 230400, 640, 1), (1, 1, 1, 1))","('', '')",882064,115,7343.116,63.853182608695654,31.24138839171205,0.1769472,1350.000732421875,0.12499993218319652,vector_fp32,1.6254122788135916,0.02940131503896376,0.20317642462143387,0.003675162385967264,871.2327955163043,18.373757018860683,100191.771484375,78.795,8.455,98.134,1.6277063348922969,1.3459566568663137,1.6645161925142533,0.20346318147569645,0.16824449082981113,0.20806441118211413,869.6767578125,850.4443359375,1051.7265625,"[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})', 'stream': 7, 'count': 115, 'total_duration_us': np.float64(100191.772), 'mean_duration_us': np.float64(871.2328), 'median_duration_us': np.float64(869.677), 'std_dev_duration_us': np.float64(18.293734101527537), 'min_duration_us': np.float64(850.444), 'max_duration_us': np.float64(1051.727)}]","[{'name': 'void at::native::elementwise_kernel<128, 2, at::native::gpu_kern...', 'stream': 7, 'mean_duration_us': np.float64(871.23)}]","{'shape_in1': (1, 192, 4, 360, 640), 'shape_in2': (192, 1, 1, 1), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (176947200, 921600, 230400, 640, 1), 'stride_input2': (1, 1, 1, 1), 'stride_output': None}",True,0.017902772955165708,99.50747883724253
