type,time ms,percent
computation_time,368933.49529589846,52.28608191739278
exposed_comm_time,273204.66207421874,38.719177097133105
exposed_memcpy_time,3667.568435546875,0.5197760195366569
busy_time,645805.7258056641,91.52503503406254
idle_time,59799.82306445313,8.474964965937454
total_time,705605.5488701172,100.0
total_comm_time,278815.9100322266,39.51441573534862
total_memcpy_time,190701.05495800782,27.02658096487145
